,Unnamed: 0,country_name,indicator_name,year,value,hdi
7468,504,North,Education Index,2016,0.695,
7469,505,Norway,Education Index,2016,0.9179999999999999,0.951
7470,506,Oman,Education Index,2016,0.732,0.8340000000000001
7471,507,Pakistan,Education Index,2016,0.40700000000000003,0.556
7472,508,Palau,Education Index,2016,0.838,0.8079999999999999
7473,509,"Palestine,",Education Index,2016,0.657,
7474,510,Panama,Education Index,2016,0.6920000000000001,0.789
7475,511,Papua,Education Index,2016,0.429,
7476,512,Paraguay,Education Index,2016,0.631,0.718
7477,513,Peru,Education Index,2016,0.691,0.755
7478,514,Philippines,Education Index,2016,0.6629999999999999,0.7040000000000001
7479,515,Poland,Education Index,2016,0.866,0.8640000000000001
7480,516,Portugal,Education Index,2016,0.759,0.846
7481,517,Qatar,Education Index,2016,0.6609999999999999,0.847
7482,518,Romania,Education Index,2016,0.762,0.8079999999999999
7483,519,Russian,Education Index,2016,0.826,
7484,520,Rwanda,Education Index,2016,0.45,0.525
7485,521,Saint,Education Index,2016,0.6579999999999999,
7486,522,Saint,Education Index,2016,0.675,
7487,523,Saint,Education Index,2016,0.6629999999999999,
7488,524,Samoa,Education Index,2016,0.698,0.7040000000000001
7489,525,Sao,Education Index,2016,0.534,
7490,526,Saudi,Education Index,2016,0.794,
7491,527,Senegal,Education Index,2016,0.348,0.506
7492,528,Serbia,Education Index,2016,0.775,0.7909999999999999
7493,529,Seychelles,Education Index,2016,0.7609999999999999,0.8009999999999999
7494,530,Sierra,Education Index,2016,0.387,
7495,531,Singapore,Education Index,2016,0.836,0.9329999999999999
7496,532,Slovakia,Education Index,2016,0.8220000000000001,0.851
7497,533,Slovenia,Education Index,2016,0.885,0.892
7498,534,Solomon,Education Index,2016,0.465,
7499,535,South,Education Index,2016,0.721,
7500,536,South,Education Index,2016,0.301,
7501,537,Spain,Education Index,2016,0.8220000000000001,0.888
7502,538,Sri,Education Index,2016,0.7490000000000001,
7503,539,Sudan,Education Index,2016,0.336,0.505
7504,540,Suriname,Education Index,2016,0.659,0.726
7505,541,Sweden,Education Index,2016,0.914,0.934
7506,542,Switzerland,Education Index,2016,0.8959999999999999,0.943
7507,543,Syrian,Education Index,2016,0.414,
7508,544,Tajikistan,Education Index,2016,0.67,0.647
7509,545,Tanzania,Education Index,2016,0.41600000000000004,
7510,546,Thailand,Education Index,2016,0.65,0.753
7511,547,Timor-Leste,Education Index,2016,0.495,0.628
7512,548,Togo,Education Index,2016,0.506,0.506
7513,549,Tonga,Education Index,2016,0.769,0.715
7514,550,Trinidad,Education Index,2016,0.721,
7515,551,Tunisia,Education Index,2016,0.6559999999999999,0.736
7516,552,Turkey,Education Index,2016,0.71,0.8
7517,553,Turkmenistan,Education Index,2016,0.628,0.706
7518,554,Uganda,Education Index,2016,0.504,0.52
7519,555,Ukraine,Education Index,2016,0.797,0.746
7520,556,United,Education Index,2016,0.7390000000000001,
7521,557,United,Education Index,2016,0.914,
7522,558,United,Education Index,2016,0.899,
7523,559,Uruguay,Education Index,2016,0.745,0.8059999999999999
7524,560,Uzbekistan,Education Index,2016,0.708,0.701
7525,561,Vanuatu,Education Index,2016,0.54,0.5920000000000001
7526,562,Venezuela,Education Index,2016,0.722,
7527,563,Viet,Education Index,2016,0.621,
7528,564,Yemen,Education Index,2016,0.341,0.47700000000000004
7529,565,Zambia,Education Index,2016,0.552,0.58
7530,566,Zimbabwe,Education Index,2016,0.5670000000000001,0.5489999999999999
7531,567,Afghanistan,Education Index,2017,0.408,0.493
7532,568,Albania,Education Index,2017,0.758,0.789
7533,569,Algeria,Education Index,2017,0.674,0.758
7534,570,Andorra,Education Index,2017,0.701,0.852
7535,571,Angola,Education Index,2017,0.498,0.5760000000000001
7536,572,Antigua,Education Index,2017,0.655,
7537,573,Argentina,Education Index,2017,0.8420000000000001,0.8320000000000001
7538,574,Armenia,Education Index,2017,0.759,0.758
7539,575,Australia,Education Index,2017,0.923,0.937
7540,576,Austria,Education Index,2017,0.871,0.912
7541,577,Azerbaijan,Education Index,2017,0.6890000000000001,0.752
7542,578,Bahamas,Education Index,2017,0.741,0.804
7543,579,Bahrain,Education Index,2017,0.738,0.8390000000000001
7544,580,Bangladesh,Education Index,2017,0.513,0.609
7545,581,Barbados,Education Index,2017,0.773,0.813
7546,582,Belarus,Education Index,2017,0.838,0.815
7547,583,Belgium,Education Index,2017,0.893,0.917
7548,584,Belize,Education Index,2017,0.691,0.7190000000000001
7549,585,Benin,Education Index,2017,0.472,0.515
7550,586,Bhutan,Education Index,2017,0.441,0.615
7551,587,Bolivia,Education Index,2017,0.69,
7552,588,Bosnia,Education Index,2017,0.706,
7553,589,Botswana,Education Index,2017,0.664,0.7240000000000001
7554,590,Brazil,Education Index,2017,0.6890000000000001,0.76
7555,591,Brunei,Education Index,2017,0.701,
7556,592,Bulgaria,Education Index,2017,0.805,0.813
7557,593,Burkina,Education Index,2017,0.298,
7558,594,Burundi,Education Index,2017,0.413,0.42100000000000004
7559,595,Cabo,Education Index,2017,0.5379999999999999,
7560,596,Cambodia,Education Index,2017,0.476,0.578
7561,597,Cameroon,Education Index,2017,0.564,0.56
7562,598,Canada,Education Index,2017,0.8909999999999999,0.9209999999999999
7563,599,Central,Education Index,2017,0.35200000000000004,
7564,600,Chad,Education Index,2017,0.28800000000000003,0.401
7565,601,Chile,Education Index,2017,0.807,0.845
7566,602,China,Education Index,2017,0.647,0.753
7567,603,Colombia,Education Index,2017,0.6829999999999999,0.76
7568,604,Comoros,Education Index,2017,0.476,0.539
7569,605,Congo,Education Index,2017,0.539,0.609
7570,606,Congo,Education Index,2017,0.495,0.609
7571,607,Costa,Education Index,2017,0.716,
7572,608,Croatia,Education Index,2017,0.7959999999999999,0.835
7573,609,Cuba,Education Index,2017,0.7909999999999999,0.777
7574,610,Cyprus,Education Index,2017,0.8109999999999999,0.871
7575,611,Czechia,Education Index,2017,0.892,0.888
7576,612,Côte,Education Index,2017,0.441,
7577,613,Denmark,Education Index,2017,0.92,0.929
7578,614,Djibouti,Education Index,2017,0.316,0.49200000000000005
7579,615,Dominica,Education Index,2017,0.62,0.723
7580,616,Dominican,Education Index,2017,0.657,
7581,617,Ecuador,Education Index,2017,0.7140000000000001,0.757
7582,618,Egypt,Education Index,2017,0.605,0.696
7583,619,El,Education Index,2017,0.5660000000000001,
7584,620,Equatorial,Education Index,2017,0.441,
7585,621,Eritrea,Education Index,2017,0.269,0.431
7586,622,Estonia,Education Index,2017,0.8809999999999999,0.879
7587,623,Eswatini,Education Index,2017,0.541,
7588,624,Ethiopia,Education Index,2017,0.335,0.467
7589,625,Fiji,Education Index,2017,0.762,0.721
7590,626,Finland,Education Index,2017,0.915,0.924
7591,627,France,Education Index,2017,0.8109999999999999,0.89
7592,628,Gabon,Education Index,2017,0.633,0.7
7593,629,Gambia,Education Index,2017,0.376,0.45899999999999996
7594,630,Georgia,Education Index,2017,0.856,0.7829999999999999
7595,631,Germany,Education Index,2017,0.946,0.938
7596,632,Ghana,Education Index,2017,0.555,0.591
7597,633,Greece,Education Index,2017,0.833,0.871
7598,634,Grenada,Education Index,2017,0.75,0.76
7599,635,Guatemala,Education Index,2017,0.511,0.649
7600,636,Guinea,Education Index,2017,0.34,0.46299999999999997
7601,637,Guinea-Bissau,Education Index,2017,0.402,0.46
7602,638,Guyana,Education Index,2017,0.601,0.6679999999999999
7603,639,Haiti,Education Index,2017,0.445,0.501
7604,640,Honduras,Education Index,2017,0.503,0.621
7605,641,Hong,Education Index,2017,0.86,
7606,642,Hungary,Education Index,2017,0.816,0.841
7607,643,Iceland,Education Index,2017,0.912,0.935
7608,644,India,Education Index,2017,0.5579999999999999,0.643
7609,645,Indonesia,Education Index,2017,0.625,0.7040000000000001
7610,646,Iran,Education Index,2017,0.743,
7611,647,Iraq,Education Index,2017,0.542,0.684
7612,648,Ireland,Education Index,2017,0.918,0.9390000000000001
7613,649,Israel,Education Index,2017,0.8759999999999999,0.904
7614,650,Italy,Education Index,2017,0.7929999999999999,0.8809999999999999
7615,651,Jamaica,Education Index,2017,0.6920000000000001,0.725
7616,652,Japan,Education Index,2017,0.848,0.9129999999999999
7617,653,Jordan,Education Index,2017,0.6759999999999999,0.722
7618,654,Kazakhstan,Education Index,2017,0.813,0.813
7619,655,Kenya,Education Index,2017,0.523,0.574
7620,656,Kiribati,Education Index,2017,0.59,0.623
7621,657,Korea,Education Index,2017,0.862,
7622,658,Kuwait,Education Index,2017,0.625,0.809
7623,659,Kyrgyzstan,Education Index,2017,0.7340000000000001,0.6709999999999999
7624,660,Lao,Education Index,2017,0.485,
7625,661,Latvia,Education Index,2017,0.867,0.8490000000000001
7626,662,Lebanon,Education Index,2017,0.604,0.732
7627,663,Lesotho,Education Index,2017,0.51,0.514
7628,664,Liberia,Education Index,2017,0.422,0.466
7629,665,Libya,Education Index,2017,0.607,0.7040000000000001
7630,666,Liechtenstein,Education Index,2017,0.8270000000000001,0.9159999999999999
7631,667,Lithuania,Education Index,2017,0.89,0.866
7632,668,Luxembourg,Education Index,2017,0.802,0.9079999999999999
7633,669,Madagascar,Education Index,2017,0.494,0.518
7634,670,Malawi,Education Index,2017,0.455,0.48200000000000004
7635,671,Malaysia,Education Index,2017,0.713,0.802
7636,672,Maldives,Education Index,2017,0.564,0.716
7637,673,Mali,Education Index,2017,0.29,0.426
7638,674,Malta,Education Index,2017,0.818,0.883
7639,675,Marshall,Education Index,2017,0.7070000000000001,
7640,676,Mauritania,Education Index,2017,0.385,0.524
7641,677,Mauritius,Education Index,2017,0.727,0.7929999999999999
7642,678,Mexico,Education Index,2017,0.6779999999999999,0.765
7643,679,Micronesia,Education Index,2017,0.574,
7644,680,Moldova,Education Index,2017,0.708,
7645,681,Mongolia,Education Index,2017,0.7340000000000001,0.7290000000000001
7646,682,Montenegro,Education Index,2017,0.797,0.813
7647,683,Morocco,Education Index,2017,0.547,0.675
7648,684,Mozambique,Education Index,2017,0.389,0.442
7649,685,Myanmar,Education Index,2017,0.444,0.5770000000000001
7650,686,Namibia,Education Index,2017,0.581,0.643
7651,687,Nepal,Education Index,2017,0.495,0.574
7652,688,Netherlands,Education Index,2017,0.906,0.932
7653,689,New,Education Index,2017,0.923,
7654,690,Nicaragua,Education Index,2017,0.5660000000000001,0.653
7655,691,Niger,Education Index,2017,0.245,0.373
7656,692,Nigeria,Education Index,2017,0.486,0.5329999999999999
7657,693,North,Education Index,2017,0.6970000000000001,
7658,694,Norway,Education Index,2017,0.919,0.953
7659,695,Oman,Education Index,2017,0.732,0.833
7660,696,Pakistan,Education Index,2017,0.407,0.5579999999999999
7661,697,Palau,Education Index,2017,0.847,0.8109999999999999
7662,698,"Palestine,",Education Index,2017,0.66,
7663,699,Panama,Education Index,2017,0.6970000000000001,0.7929999999999999
7664,700,Papua,Education Index,2017,0.43,
7665,701,Paraguay,Education Index,2017,0.634,0.722
7666,702,Peru,Education Index,2017,0.691,0.7559999999999999
7667,703,Philippines,Education Index,2017,0.667,0.7090000000000001
7668,704,Poland,Education Index,2017,0.866,0.868
7669,705,Portugal,Education Index,2017,0.759,0.848
7670,706,Qatar,Education Index,2017,0.6609999999999999,0.848
7671,707,Romania,Education Index,2017,0.762,0.813
7672,708,Russian,Education Index,2017,0.8320000000000001,
7673,709,Rwanda,Education Index,2017,0.453,0.529
7674,710,Saint,Education Index,2017,0.6579999999999999,
7675,711,Saint,Education Index,2017,0.6679999999999999,
7676,712,Saint,Education Index,2017,0.664,
7677,713,Samoa,Education Index,2017,0.701,0.706
7678,714,Sao,Education Index,2017,0.557,
7679,715,Saudi,Education Index,2017,0.794,
7680,716,Senegal,Education Index,2017,0.349,0.51
7681,717,Serbia,Education Index,2017,0.779,0.794
7682,718,Seychelles,Education Index,2017,0.752,0.8
7683,719,Sierra,Education Index,2017,0.399,
7684,720,Singapore,Education Index,2017,0.8370000000000001,0.934
7685,721,Slovakia,Education Index,2017,0.8240000000000001,0.8540000000000001
7686,722,Slovenia,Education Index,2017,0.893,0.899
7687,723,Solomon,Education Index,2017,0.469,
7688,724,South,Education Index,2017,0.721,
7689,725,South,Education Index,2017,0.301,
7690,726,Spain,Education Index,2017,0.8240000000000001,0.8909999999999999
7691,727,Sri,Education Index,2017,0.7490000000000001,
7692,728,Sudan,Education Index,2017,0.337,0.507
7693,729,Suriname,Education Index,2017,0.6609999999999999,0.722
7694,730,Sweden,Education Index,2017,0.914,0.935
7695,731,Switzerland,Education Index,2017,0.8959999999999999,0.943
7696,732,Syrian,Education Index,2017,0.416,
7697,733,Tajikistan,Education Index,2017,0.6729999999999999,0.6509999999999999
7698,734,Tanzania,Education Index,2017,0.417,
7699,735,Thailand,Education Index,2017,0.665,0.762
7700,736,Timor-Leste,Education Index,2017,0.496,0.624
7701,737,Togo,Education Index,2017,0.514,0.51
7702,738,Tonga,Education Index,2017,0.77,0.7170000000000001
7703,739,Trinidad,Education Index,2017,0.728,
7704,740,Tunisia,Education Index,2017,0.659,0.738
7705,741,Turkey,Education Index,2017,0.7120000000000001,0.805
7706,742,Turkmenistan,Education Index,2017,0.628,0.708
7707,743,Uganda,Education Index,2017,0.507,0.522
7708,744,Ukraine,Education Index,2017,0.797,0.747
7709,745,United,Education Index,2017,0.741,
7710,746,United,Education Index,2017,0.914,
7711,747,United,Education Index,2017,0.899,
7712,748,Uruguay,Education Index,2017,0.745,0.807
7713,749,Uzbekistan,Education Index,2017,0.718,0.7070000000000001
7714,750,Vanuatu,Education Index,2017,0.542,0.595
7715,751,Venezuela,Education Index,2017,0.7,
7716,752,Viet,Education Index,2017,0.626,
7717,753,Yemen,Education Index,2017,0.341,0.46299999999999997
7718,754,Zambia,Education Index,2017,0.5720000000000001,0.589
7719,755,Zimbabwe,Education Index,2017,0.568,0.5529999999999999
7720,756,Afghanistan,Education Index,2018,0.413,0.496
7721,757,Albania,Education Index,2018,0.758,0.7909999999999999
7722,758,Algeria,Education Index,2018,0.675,0.759
7723,759,Andorra,Education Index,2018,0.708,0.857
7724,760,Angola,Education Index,2018,0.498,0.574
7725,761,Antigua,Education Index,2018,0.655,
7726,762,Argentina,Education Index,2018,0.8420000000000001,0.83
7727,763,Armenia,Education Index,2018,0.759,0.76
7728,764,Australia,Education Index,2018,0.923,0.938
7729,765,Austria,Education Index,2018,0.871,0.914
7730,766,Azerbaijan,Education Index,2018,0.6940000000000001,0.754
7731,767,Bahamas,Education Index,2018,0.741,0.805
7732,768,Bahrain,Education Index,2018,0.738,0.838
7733,769,Bangladesh,Education Index,2018,0.513,0.614
7734,770,Barbados,Education Index,2018,0.773,0.813
7735,771,Belarus,Education Index,2018,0.8370000000000001,0.8170000000000001
7736,772,Belgium,Education Index,2018,0.893,0.919
7737,773,Belize,Education Index,2018,0.691,0.72
7738,774,Benin,Education Index,2018,0.476,0.52
7739,775,Bhutan,Education Index,2018,0.441,0.617
7740,776,Bolivia,Education Index,2018,0.69,
7741,777,Bosnia,Education Index,2018,0.706,
7742,778,Botswana,Education Index,2018,0.664,0.728
7743,779,Brazil,Education Index,2018,0.6890000000000001,0.7609999999999999
7744,780,Brunei,Education Index,2018,0.703,
7745,781,Bulgaria,Education Index,2018,0.805,0.816
7746,782,Burkina,Education Index,2018,0.3,
7747,783,Burundi,Education Index,2018,0.418,0.423
7748,784,Cabo,Education Index,2018,0.5379999999999999,
7749,785,Cambodia,Education Index,2018,0.476,0.581
7750,786,Cameroon,Education Index,2018,0.564,0.563
7751,787,Canada,Education Index,2018,0.8909999999999999,0.922
7752,788,Central,Education Index,2018,0.353,
7753,789,Chad,Education Index,2018,0.28800000000000003,0.401
7754,790,Chile,Education Index,2018,0.807,0.847
7755,791,China,Education Index,2018,0.649,0.758
7756,792,Colombia,Education Index,2018,0.6829999999999999,0.7609999999999999
7757,793,Comoros,Education Index,2018,0.476,0.5379999999999999
7758,794,Congo,Education Index,2018,0.539,0.609
7759,795,Congo,Education Index,2018,0.495,0.609
7760,796,Costa,Education Index,2018,0.716,
7761,797,Croatia,Education Index,2018,0.7959999999999999,0.8370000000000001
7762,798,Cuba,Education Index,2018,0.7909999999999999,0.778
7763,799,Cyprus,Education Index,2018,0.8109999999999999,0.873
7764,800,Czechia,Education Index,2018,0.892,0.8909999999999999
7765,801,Côte,Education Index,2018,0.441,
7766,802,Denmark,Education Index,2018,0.92,0.93
7767,803,Djibouti,Education Index,2018,0.313,0.495
7768,804,Dominica,Education Index,2018,0.62,0.7240000000000001
7769,805,Dominican,Education Index,2018,0.657,
7770,806,Ecuador,Education Index,2018,0.7140000000000001,0.758
7771,807,Egypt,Education Index,2018,0.608,0.7
7772,808,El,Education Index,2018,0.5660000000000001,
7773,809,Equatorial,Education Index,2018,0.441,
7774,810,Eritrea,Education Index,2018,0.269,0.434
7775,811,Estonia,Education Index,2018,0.8809999999999999,0.882
7776,812,Eswatini,Education Index,2018,0.541,
7777,813,Ethiopia,Education Index,2018,0.335,0.47
7778,814,Fiji,Education Index,2018,0.764,0.7240000000000001
7779,815,Finland,Education Index,2018,0.915,0.925
7780,816,France,Education Index,2018,0.8109999999999999,0.8909999999999999
7781,817,Gabon,Education Index,2018,0.636,0.7020000000000001
7782,818,Gambia,Education Index,2018,0.386,0.466
7783,819,Georgia,Education Index,2018,0.856,0.7859999999999999
7784,820,Germany,Education Index,2018,0.946,0.9390000000000001
7785,821,Ghana,Education Index,2018,0.5589999999999999,0.596
7786,822,Greece,Education Index,2018,0.833,0.872
7787,823,Grenada,Education Index,2018,0.755,0.763
7788,824,Guatemala,Education Index,2018,0.511,0.6509999999999999
7789,825,Guinea,Education Index,2018,0.34,0.466
7790,826,Guinea-Bissau,Education Index,2018,0.402,0.461
7791,827,Guyana,Education Index,2018,0.601,0.67
7792,828,Haiti,Education Index,2018,0.445,0.503
7793,829,Honduras,Education Index,2018,0.503,0.623
7794,830,Hong,Education Index,2018,0.86,
7795,831,Hungary,Education Index,2018,0.816,0.845
7796,832,Iceland,Education Index,2018,0.918,0.938
7797,833,India,Education Index,2018,0.5579999999999999,0.647
7798,834,Indonesia,Education Index,2018,0.625,0.7070000000000001
7799,835,Iran,Education Index,2018,0.743,
7800,836,Iraq,Education Index,2018,0.5539999999999999,0.6890000000000001
7801,837,Ireland,Education Index,2018,0.918,0.9420000000000001
7802,838,Israel,Education Index,2018,0.8759999999999999,0.9059999999999999
7803,839,Italy,Education Index,2018,0.7929999999999999,0.883
7804,840,Jamaica,Education Index,2018,0.6920000000000001,0.726
7805,841,Japan,Education Index,2018,0.85,0.915
7806,842,Jordan,Education Index,2018,0.6779999999999999,0.723
7807,843,Kazakhstan,Education Index,2018,0.8170000000000001,0.8170000000000001
7808,844,Kenya,Education Index,2018,0.526,0.579
7809,845,Kiribati,Education Index,2018,0.59,0.623
7810,846,Korea,Education Index,2018,0.862,
7811,847,Kuwait,Education Index,2018,0.625,0.8079999999999999
7812,848,Kyrgyzstan,Education Index,2018,0.7340000000000001,0.674
7813,849,Lao,Education Index,2018,0.481,
7814,850,Latvia,Education Index,2018,0.871,0.8540000000000001
7815,851,Lebanon,Education Index,2018,0.604,0.73
7816,852,Lesotho,Education Index,2018,0.51,0.518
7817,853,Liberia,Education Index,2018,0.422,0.465
7818,854,Libya,Education Index,2018,0.607,0.708
7819,855,Liechtenstein,Education Index,2018,0.8270000000000001,0.917
7820,856,Lithuania,Education Index,2018,0.89,0.8690000000000001
7821,857,Luxembourg,Education Index,2018,0.802,0.909
7822,858,Madagascar,Education Index,2018,0.493,0.521
7823,859,Malawi,Education Index,2018,0.459,0.485
7824,860,Malaysia,Education Index,2018,0.713,0.804
7825,861,Maldives,Education Index,2018,0.564,0.7190000000000001
7826,862,Mali,Education Index,2018,0.29,0.42700000000000005
7827,863,Malta,Education Index,2018,0.818,0.885
7828,864,Marshall,Education Index,2018,0.7070000000000001,
7829,865,Mauritania,Education Index,2018,0.389,0.527
7830,866,Mauritius,Education Index,2018,0.73,0.7959999999999999
7831,867,Mexico,Education Index,2018,0.684,0.767
7832,868,Micronesia,Education Index,2018,0.578,
7833,869,Moldova,Education Index,2018,0.708,
7834,870,Mongolia,Education Index,2018,0.7340000000000001,0.735
7835,871,Montenegro,Education Index,2018,0.797,0.816
7836,872,Morocco,Education Index,2018,0.547,0.6759999999999999
7837,873,Mozambique,Education Index,2018,0.389,0.446
7838,874,Myanmar,Education Index,2018,0.452,0.584
7839,875,Namibia,Education Index,2018,0.5820000000000001,0.645
7840,876,Nepal,Education Index,2018,0.501,0.579
7841,877,Netherlands,Education Index,2018,0.906,0.934
7842,878,New,Education Index,2018,0.923,
7843,879,Nicaragua,Education Index,2018,0.5660000000000001,0.6509999999999999
7844,880,Niger,Education Index,2018,0.247,0.377
7845,881,Nigeria,Education Index,2018,0.486,0.534
7846,882,North,Education Index,2018,0.6970000000000001,
7847,883,Norway,Education Index,2018,0.919,0.9540000000000001
7848,884,Oman,Education Index,2018,0.732,0.8340000000000001
7849,885,Pakistan,Education Index,2018,0.407,0.56
7850,886,Palau,Education Index,2018,0.845,0.8140000000000001
7851,887,"Palestine,",Education Index,2018,0.66,
7852,888,Panama,Education Index,2018,0.6970000000000001,0.795
7853,889,Papua,Education Index,2018,0.4320000000000001,
7854,890,Paraguay,Education Index,2018,0.634,0.7240000000000001
7855,891,Peru,Education Index,2018,0.6920000000000001,0.759
7856,892,Philippines,Education Index,2018,0.667,0.7120000000000001
7857,893,Poland,Education Index,2018,0.866,0.872
7858,894,Portugal,Education Index,2018,0.759,0.85
7859,895,Qatar,Education Index,2018,0.6609999999999999,0.848
7860,896,Romania,Education Index,2018,0.762,0.816
7861,897,Russian,Education Index,2018,0.8320000000000001,
7862,898,Rwanda,Education Index,2018,0.457,0.536
7863,899,Saint,Education Index,2018,0.6609999999999999,
7864,900,Saint,Education Index,2018,0.6679999999999999,
7865,901,Saint,Education Index,2018,0.664,
7866,902,Samoa,Education Index,2018,0.701,0.7070000000000001
7867,903,Sao,Education Index,2018,0.5670000000000001,
7868,904,Saudi,Education Index,2018,0.794,
7869,905,Senegal,Education Index,2018,0.35200000000000004,0.514
7870,906,Serbia,Education Index,2018,0.7829999999999999,0.799
7871,907,Seychelles,Education Index,2018,0.752,0.8009999999999999
7872,908,Sierra,Education Index,2018,0.403,
7873,909,Singapore,Education Index,2018,0.8370000000000001,0.935
7874,910,Slovakia,Education Index,2018,0.8240000000000001,0.857
7875,911,Slovenia,Education Index,2018,0.893,0.902
7876,912,Solomon,Education Index,2018,0.469,
7877,913,South,Education Index,2018,0.721,
7878,914,South,Education Index,2018,0.301,
7879,915,Spain,Education Index,2018,0.8240000000000001,0.893
7880,916,Sri,Education Index,2018,0.7559999999999999,
7881,917,Sudan,Education Index,2018,0.339,0.508
7882,918,Suriname,Education Index,2018,0.6609999999999999,0.7240000000000001
7883,919,Sweden,Education Index,2018,0.914,0.937
7884,920,Switzerland,Education Index,2018,0.8959999999999999,0.946
7885,921,Syrian,Education Index,2018,0.416,
7886,922,Tajikistan,Education Index,2018,0.6729999999999999,0.6559999999999999
7887,923,Tanzania,Education Index,2018,0.423,
7888,924,Thailand,Education Index,2018,0.665,0.765
7889,925,Timor-Leste,Education Index,2018,0.496,0.626
7890,926,Togo,Education Index,2018,0.514,0.513
7891,927,Tonga,Education Index,2018,0.7709999999999999,0.7170000000000001
7892,928,Trinidad,Education Index,2018,0.728,
7893,929,Tunisia,Education Index,2018,0.659,0.7390000000000001
7894,930,Turkey,Education Index,2018,0.7120000000000001,0.807
7895,931,Turkmenistan,Education Index,2018,0.628,0.71
7896,932,Uganda,Education Index,2018,0.515,0.528
7897,933,Ukraine,Education Index,2018,0.797,0.75
7898,934,United,Education Index,2018,0.7440000000000001,
7899,935,United,Education Index,2018,0.916,
7900,936,United,Education Index,2018,0.899,
7901,937,Uruguay,Education Index,2018,0.745,0.8079999999999999
7902,938,Uzbekistan,Education Index,2018,0.718,0.71
7903,939,Vanuatu,Education Index,2018,0.545,0.597
7904,940,Venezuela,Education Index,2018,0.7,
7905,941,Viet,Education Index,2018,0.626,
7906,942,Yemen,Education Index,2018,0.34700000000000003,0.46299999999999997
7907,943,Zambia,Education Index,2018,0.5720000000000001,0.591
7908,944,Zimbabwe,Education Index,2018,0.568,0.563
20716,0,Afghanistan,Gender Inequality Index,2014,0.623,0.488
20717,1,Albania,Gender Inequality Index,2014,0.261,0.787
20718,2,Algeria,Gender Inequality Index,2014,0.439,0.7490000000000001
20719,3,Angola,Gender Inequality Index,2014,0.5770000000000001,0.557
20720,4,Argentina,Gender Inequality Index,2014,0.365,0.825
20721,5,Armenia,Gender Inequality Index,2014,0.305,0.746
20722,6,Australia,Gender Inequality Index,2014,0.11599999999999999,0.929
20723,7,Austria,Gender Inequality Index,2014,0.09,0.904
20724,8,Azerbaijan,Gender Inequality Index,2014,0.315,0.746
20725,9,Bahamas,Gender Inequality Index,2014,0.379,0.7959999999999999
20726,10,Bahrain,Gender Inequality Index,2014,0.218,0.81
20727,11,Bangladesh,Gender Inequality Index,2014,0.555,0.5720000000000001
20728,12,Barbados,Gender Inequality Index,2014,0.293,0.812
20729,13,Belarus,Gender Inequality Index,2014,0.153,0.8109999999999999
20730,14,Belgium,Gender Inequality Index,2014,0.063,0.91
20731,15,Belize,Gender Inequality Index,2014,0.387,0.71
20732,16,Benin,Gender Inequality Index,2014,0.617,0.505
20733,17,Bhutan,Gender Inequality Index,2014,0.511,0.601
20734,18,Bolivia,Gender Inequality Index,2014,0.455,
20735,20,Botswana,Gender Inequality Index,2014,0.47200000000000003,0.7090000000000001
20736,21,Brazil,Gender Inequality Index,2014,0.42100000000000004,0.755
20737,23,Bulgaria,Gender Inequality Index,2014,0.23600000000000002,0.797
20738,25,Burundi,Gender Inequality Index,2014,0.531,0.429
20739,27,Cambodia,Gender Inequality Index,2014,0.478,0.561
20740,28,Cameroon,Gender Inequality Index,2014,0.579,0.54
20741,29,Canada,Gender Inequality Index,2014,0.11,0.914
20742,32,Chile,Gender Inequality Index,2014,0.335,0.8340000000000001
20743,33,China,Gender Inequality Index,2014,0.16699999999999998,0.735
20744,34,Colombia,Gender Inequality Index,2014,0.41700000000000004,0.75
20745,35,Congo,Gender Inequality Index,2014,0.593,0.595
20746,36,Congo,Gender Inequality Index,2014,0.655,0.595
20747,37,Costa,Gender Inequality Index,2014,0.312,
20748,38,Croatia,Gender Inequality Index,2014,0.127,0.8270000000000001
20749,39,Cuba,Gender Inequality Index,2014,0.319,0.764
20750,40,Cyprus,Gender Inequality Index,2014,0.11800000000000001,0.856
20751,41,Czechia,Gender Inequality Index,2014,0.139,0.879
20752,42,Côte,Gender Inequality Index,2014,0.664,
20753,43,Denmark,Gender Inequality Index,2014,0.044000000000000004,0.9279999999999999
20754,44,Dominican,Gender Inequality Index,2014,0.483,
20755,45,Ecuador,Gender Inequality Index,2014,0.4,0.75
20756,47,El,Gender Inequality Index,2014,0.40700000000000003,
20757,48,Estonia,Gender Inequality Index,2014,0.16399999999999998,0.865
20758,49,Eswatini,Gender Inequality Index,2014,0.578,
20759,50,Ethiopia,Gender Inequality Index,2014,0.547,0.446
20760,51,Fiji,Gender Inequality Index,2014,0.366,0.7120000000000001
20761,52,Finland,Gender Inequality Index,2014,0.065,0.9179999999999999
20762,53,France,Gender Inequality Index,2014,0.087,0.887
20763,54,Gabon,Gender Inequality Index,2014,0.547,0.688
20764,55,Gambia,Gender Inequality Index,2014,0.64,0.449
20765,56,Georgia,Gender Inequality Index,2014,0.37799999999999995,0.764
20766,57,Germany,Gender Inequality Index,2014,0.081,0.93
20767,58,Ghana,Gender Inequality Index,2014,0.556,0.5770000000000001
20768,59,Greece,Gender Inequality Index,2014,0.127,0.866
20769,60,Guatemala,Gender Inequality Index,2014,0.502,0.643
20770,61,Guyana,Gender Inequality Index,2014,0.506,0.66
