,Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,HDI
2266,Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,56.118,0.395
2267,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1992,3401211581.0,0.395
2268,Nepal,NPL,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,0.893000007,0.395
2269,Nepal,NPL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,42.66526274,0.395
2270,Netherlands,NLD,"Population, total",SP.POP.TOTL,1992,15184166.0,0.835
2271,Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,77.21707317,0.835
2272,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1992,362963000000.0,0.835
2273,Netherlands,NLD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.417999983,0.835
2274,Netherlands,NLD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,3.6383211380000002,0.835
2275,New Zealand,NZL,"Population, total",SP.POP.TOTL,1992,3531700.0,0.826
2276,New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,76.12439024,0.826
2277,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1992,41649829860.0,0.826
2278,New Zealand,NZL,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,8.086999893,0.826
2279,New Zealand,NZL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,8.238973639,0.826
2280,Nicaragua,NIC,"Population, total",SP.POP.TOTL,1992,4364512.0,0.493
2281,Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,65.683,0.493
2282,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1992,1792800000.0,0.493
2283,Nicaragua,NIC,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,2.062999964,0.493
2285,Niger,NER,"Population, total",SP.POP.TOTL,1992,8566770.0,0.217
2286,Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,44.703,0.217
2287,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1992,2344987614.0,0.217
2288,Niger,NER,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,0.8619999890000001,0.217
2289,Niger,NER,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,38.75356808,0.217
2290,Nigeria,NGA,"Population, total",SP.POP.TOTL,1992,100161710.0,..
2291,Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,45.857,..
2292,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1992,47794925815.0,..
2293,Nigeria,NGA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,2.503000021,..
2294,Nigeria,NGA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,20.32115887,..
2295,North Macedonia,MKD,"Population, total",SP.POP.TOTL,1992,1988659.0,..
2296,North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,71.502,..
2297,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1992,2436849342.0,..
2298,North Macedonia,MKD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,2.9309999939999996,..
2299,North Macedonia,MKD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,14.48441077,..
2300,Norway,NOR,"Population, total",SP.POP.TOTL,1992,4286401.0,0.862
2301,Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,77.18439024,0.862
2302,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1992,130838000000.0,0.862
2303,Norway,NOR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.7360000610000004,0.862
2304,Norway,NOR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,2.62774369,0.862
2305,Oman,OMN,"Population, total",SP.POP.TOTL,1992,1983275.0,..
2306,Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,68.273,..
2307,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1992,12452275683.0,..
2308,Oman,OMN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,2.089999914,..
2309,Oman,OMN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,2.335052946,..
2310,Pakistan,PAK,"Population, total",SP.POP.TOTL,1992,113911126.0,0.415
2311,Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,60.68,0.415
2312,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1992,48635176853.0,0.415
2313,Pakistan,PAK,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,0.957000017,0.415
2314,Pakistan,PAK,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,23.42956047,0.415
2315,Palau,PLW,"Population, total",SP.POP.TOTL,1992,15856.0,..
2320,Panama,PAN,"Population, total",SP.POP.TOTL,1992,2575954.0,0.673
2321,Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,73.439,0.673
2322,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1992,8042337700.0,0.673
2323,Panama,PAN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,2.427000046,0.673
2324,Panama,PAN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,6.919693262999999,0.673
2325,Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,1992,4836217.0,0.393
2326,Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,57.152,0.393
2327,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1992,4377980510.0,0.393
2328,Papua New Guinea,PNG,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.649000049,0.393
2329,Papua New Guinea,PNG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,24.47312337,0.393
2330,Paraguay,PRY,"Population, total",SP.POP.TOTL,1992,4445016.0,0.597
2331,Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,68.958,0.597
2332,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1992,7157424031.0,0.597
2333,Paraguay,PRY,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.789000034,0.597
2334,Paraguay,PRY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,14.94895785,0.597
2335,Peru,PER,"Population, total",SP.POP.TOTL,1992,22966818.0,0.62
2336,Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,67.33,0.62
2337,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1992,35966302303.0,0.62
2338,Peru,PER,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,4.743000031,0.62
2339,Peru,PER,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,7.818050407,0.62
2340,Philippines,PHL,"Population, total",SP.POP.TOTL,1992,65020116.0,0.596
2341,Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,67.23899999999999,0.596
2342,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1992,52976344929.0,0.596
2343,Philippines,PHL,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,5.054999828,0.596
2344,Philippines,PHL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,21.820875,0.596
2345,Poland,POL,"Population, total",SP.POP.TOTL,1992,38363667.0,0.714
2346,Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,71.0902439,0.714
2348,Poland,POL,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.562000036,0.714
2350,Portugal,PRT,"Population, total",SP.POP.TOTL,1992,9952494.0,0.732
2351,Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,74.31219512,0.732
2352,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1992,107592000000.0,0.732
2353,Portugal,PRT,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,6.142000198,0.732
2355,Qatar,QAT,"Population, total",SP.POP.TOTL,1992,495395.0,0.757
2356,Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,76.241,0.757
2357,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1992,7646153984.0,0.757
2358,Qatar,QAT,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,0.561999977,0.757
2360,Romania,ROU,"Population, total",SP.POP.TOTL,1992,22794284.0,0.679
2361,Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,69.78439024,0.679
2362,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1992,25121666667.0,0.679
2363,Romania,ROU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.753999949,0.679
2364,Romania,ROU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,19.03901015,0.679
2365,Russian Federation,RUS,"Population, total",SP.POP.TOTL,1992,148689000.0,0.719
2366,Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,66.87317073,0.719
2367,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1992,460291000000.0,0.719
2368,Russian Federation,RUS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,0.10300000000000001,0.719
2369,Russian Federation,RUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,7.263364019,0.719
2370,Rwanda,RWA,"Population, total",SP.POP.TOTL,1992,6702244.0,0.2
2371,Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,26.691,0.2
2372,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1992,2029026704.0,0.2
2373,Rwanda,RWA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,0.050999999000000004,0.2
2374,Rwanda,RWA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,33.23761507,0.2
2375,Samoa,WSM,"Population, total",SP.POP.TOTL,1992,165490.0,0.622
2376,Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,66.655,0.622
2377,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1992,132303041.4,0.622
2378,Samoa,WSM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,4.803999901,0.622
2380,San Marino,SMR,"Population, total",SP.POP.TOTL,1992,24822.0,..
2385,Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,1992,124576.0,0.441
2386,Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,58.211999999999996,0.441
2388,Sao Tome and Principe,STP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.5399999619999998,0.441
2390,Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,1992,17282691.0,0.711
2391,Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,69.945,0.711
2392,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1992,137088000000.0,0.711
2393,Saudi Arabia,SAU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,2.069999933,0.711
2394,Saudi Arabia,SAU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,5.6068038389999995,0.711
2395,Senegal,SEN,"Population, total",SP.POP.TOTL,1992,7990096.0,0.378
2396,Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,57.528999999999996,0.378
2397,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1992,7602005274.0,0.378
2398,Senegal,SEN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,0.635999978,0.378
2399,Senegal,SEN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,16.63914449,0.378
2400,Serbia,SRB,"Population, total",SP.POP.TOTL,1992,7646424.0,0.688
2403,Serbia,SRB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.9779999260000003,0.688
2405,Seychelles,SYC,"Population, total",SP.POP.TOTL,1992,70763.0,..
2406,Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,71.21463415,..
2407,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1992,433667193.8,..
2409,Seychelles,SYC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,3.82676031,..
2410,Sierra Leone,SLE,"Population, total",SP.POP.TOTL,1992,4347724.0,0.26
2411,Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,37.717,0.26
2412,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1992,679997997.6,0.26
2413,Sierra Leone,SLE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,2.540999889,0.26
2414,Sierra Leone,SLE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,35.88728794,0.26
2415,Singapore,SGP,"Population, total",SP.POP.TOTL,1992,3230698.0,0.739
2416,Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,75.94634146,0.739
2417,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1992,52130263966.0,0.739
2418,Singapore,SGP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,5.8569998739999996,0.739
2419,Singapore,SGP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,0.197361758,0.739
2420,Slovenia,SVN,"Population, total",SP.POP.TOTL,1992,1996498.0,0.767
2421,Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,73.30487805,0.767
2422,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1992,13101056604.0,0.767
2423,Slovenia,SVN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.062999964,0.767
2425,Solomon Islands,SLB,"Population, total",SP.POP.TOTL,1992,329995.0,..
2426,Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,64.725,..
2427,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1992,378778047.2,..
2428,Solomon Islands,SLB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.195000052,..
2429,Solomon Islands,SLB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,45.93544315,..
2430,Somalia,SOM,"Population, total",SP.POP.TOTL,1992,7295384.0,..
2431,Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,45.361000000000004,..
2433,Somalia,SOM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.5729999540000001,..
2435,South Africa,ZAF,"Population, total",SP.POP.TOTL,1992,38672607.0,0.64
2436,South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,63.247,0.64
2437,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1992,134545000000.0,0.64
2438,South Africa,ZAF,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,6.171000004,0.64
2439,South Africa,ZAF,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,3.5126901439999996,0.64
2440,South Sudan,SSD,"Population, total",SP.POP.TOTL,1992,5305457.0,..
2441,South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,44.931999999999995,..
2443,South Sudan,SSD,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,2.999000072,..
2445,Spain,ESP,"Population, total",SP.POP.TOTL,1992,39157685.0,0.772
2446,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,77.41,0.772
2447,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1992,630916000000.0,0.772
2448,Spain,ESP,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,4.4819998739999996,0.772
2450,Sri Lanka,LKA,"Population, total",SP.POP.TOTL,1992,17736821.0,0.635
2451,Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,69.639,0.635
2452,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1992,9703011636.0,0.635
2453,Sri Lanka,LKA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.600000024,0.635
2454,Sri Lanka,LKA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,26.12236113,0.635
2455,Sudan,SDN,"Population, total",SP.POP.TOTL,1992,21696244.0,0.345
2456,Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,55.898999999999994,0.345
2457,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1992,7034219713.0,0.345
2458,Sudan,SDN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,5.510000229,0.345
2459,Sudan,SDN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,38.54295443,0.345
2460,Suriname,SUR,"Population, total",SP.POP.TOTL,1992,420655.0,..
2461,Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,67.59,..
2462,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1992,404600000.0,..
2463,Suriname,SUR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.3340001110000004,..
2464,Suriname,SUR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,11.15505026,..
2465,Sweden,SWE,"Population, total",SP.POP.TOTL,1992,8668067.0,0.821
2466,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,77.99878049,0.821
2467,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1992,281993000000.0,0.821
2468,Sweden,SWE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.878999949,0.821
2469,Sweden,SWE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,3.078498142,0.821
2470,Switzerland,CHE,"Population, total",SP.POP.TOTL,1992,6875364.0,0.836
2471,Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,77.80609756,0.836
2472,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1992,271814000000.0,0.836
2473,Switzerland,CHE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,7.971000195,0.836
2474,Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,1.865249352,0.836
2475,Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,1992,13187663.0,0.568
2476,Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,71.167,0.568
2477,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1992,13253565899.0,0.568
2478,Syrian Arab Republic,SYR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,8.026000023,0.568
2479,Syrian Arab Republic,SYR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,31.71245594,0.568
2480,Tajikistan,TJK,"Population, total",SP.POP.TOTL,1992,5502494.0,0.577
2481,Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,58.211999999999996,0.577
2482,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1992,1909246641.0,0.577
2483,Tajikistan,TJK,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,0.405000001,0.577
2484,Tajikistan,TJK,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,29.52086553,0.577
2485,Thailand,THA,"Population, total",SP.POP.TOTL,1992,57811021.0,0.589
2486,Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,70.281,0.589
2487,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1992,111453000000.0,0.589
2488,Thailand,THA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,2.3540000919999997,0.589
2489,Thailand,THA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,12.29733574,0.589
2490,Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1992,783198.0,..
2491,Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,50.261,..
2493,Timor-Leste,TLS,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.381000042,..
2495,Togo,TGO,"Population, total",SP.POP.TOTL,1992,3945905.0,0.4
2496,Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,55.733999999999995,0.4
2497,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1992,1692959110.0,0.4
2498,Togo,TGO,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.406000018,0.4
2499,Togo,TGO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,35.26324642,0.4
2500,Tonga,TON,"Population, total",SP.POP.TOTL,1992,95399.0,0.653
2501,Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,69.143,0.653
2502,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1992,137066290.6,0.653
2503,Tonga,TON,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.0460000040000001,0.653
2504,Tonga,TON,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,32.78560674,0.653
2505,Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1992,1236683.0,0.674
2506,Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,68.305,0.674
2507,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1992,5439552941.0,0.674
2508,Trinidad and Tobago,TTO,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.802999973,0.674
2509,Trinidad and Tobago,TTO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,2.53567551,0.674
2510,Tunisia,TUN,"Population, total",SP.POP.TOTL,1992,8613861.0,0.583
2511,Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,70.001,0.583
2512,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1992,15497286296.0,0.583
2513,Tunisia,TUN,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,3.6159999369999998,0.583
2514,Tunisia,TUN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,16.12237155,0.583
2515,Turkey,TUR,"Population, total",SP.POP.TOTL,1992,55748948.0,0.589
2516,Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,65.275,0.589
2517,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1992,158459000000.0,0.589
2518,Turkey,TUR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,4.926000118,0.589
2519,Turkey,TUR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,14.98366515,0.589
2520,Turkmenistan,TKM,"Population, total",SP.POP.TOTL,1992,3899843.0,..
2521,Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,62.761,..
2522,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1992,3200539816.0,..
2523,Turkmenistan,TKM,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.98300004,..
2524,Turkmenistan,TKM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,10.875,..
2525,Tuvalu,TUV,"Population, total",SP.POP.TOTL,1992,9112.0,..
2527,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1992,9742949.471,..
2529,Tuvalu,TUV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,23.16448063,..
2530,Uganda,UGA,"Population, total",SP.POP.TOTL,1992,18561674.0,0.305
2531,Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,44.715,0.305
2532,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1992,2857457860.0,0.305
2533,Uganda,UGA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,0.32100001,0.305
2534,Uganda,UGA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,48.20294349,0.305
2535,Ukraine,UKR,"Population, total",SP.POP.TOTL,1992,52150266.0,0.692
2536,Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,68.77097561,0.692
2537,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1992,73942235330.0,0.692
2538,Ukraine,UKR,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.006999969,0.692
2539,Ukraine,UKR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,20.85301277,0.692
2540,United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,1992,2052891.0,0.738
2541,United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,72.46600000000001,0.738
2542,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1992,54239171888.0,0.738
2543,United Arab Emirates,ARE,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,1992,1.495000005,0.738
2544,United Arab Emirates,ARE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,1.378621078,0.738
2545,United Kingdom,GBR,"Population, total",SP.POP.TOTL,1992,57580402.0,0.801
