,country_name,indicator_name,year,value,hdi
1094679,Armenia,GDP per capita (current US$),2002,783.2406986470419,0.663
1094732,Armenia,"Life expectancy at birth, total (years)",2002,72.112,0.663
1094884,Armenia,"Population, total",2002,3033978.0,0.663
1094962,Armenia,"GNI per capita, Atlas method (current US$)",2002,800.0,0.663
1095263,Armenia,"Employers, total (% of total employment) (modeled ILO estimate)",2002,0.5450000166893011,0.663
1095398,Australia,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,3.9480121391628504,0.903
1095481,Australia,GDP (current US$),2002,394648911678.526,0.903
1095484,Australia,GDP per capita (current US$),2002,20082.4832672749,0.903
1095536,Australia,"Life expectancy at birth, total (years)",2002,79.9365853658537,0.903
1095648,Australia,"Population, total",2002,19651400.0,0.903
1095705,Australia,"GNI per capita, Atlas method (current US$)",2002,19990.0,0.903
1096045,Australia,"Employers, total (% of total employment) (modeled ILO estimate)",2002,7.63299989700317,0.903
1096170,Austria,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,1.56277441149196,0.838
1096248,Austria,GDP (current US$),2002,213377771503.858,0.838
1096251,Austria,GDP per capita (current US$),2002,26401.7454564357,0.838
1096301,Austria,"Life expectancy at birth, total (years)",2002,78.6780487804878,0.838
1096416,Austria,"Population, total",2002,8081957.0,0.838
1096490,Austria,"GNI per capita, Atlas method (current US$)",2002,24970.0,0.838
1096798,Austria,"Employers, total (% of total employment) (modeled ILO estimate)",2002,5.223999977111821,0.838
1096924,Azerbaijan,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,13.9546391752577,0.658
1097008,Azerbaijan,GDP (current US$),2002,6235856819.58445,0.658
1097011,Azerbaijan,GDP per capita (current US$),2002,763.080637985358,0.658
1097065,Azerbaijan,"Life expectancy at birth, total (years)",2002,67.391,0.658
1097216,Azerbaijan,"Population, total",2002,8171950.0,0.658
1097285,Azerbaijan,"GNI per capita, Atlas method (current US$)",2002,710.0,0.658
1097625,Azerbaijan,"Employers, total (% of total employment) (modeled ILO estimate)",2002,12.0769996643066,0.658
1097835,Bahrain,GDP (current US$),2002,9593510638.29787,0.792
1097838,Bahrain,GDP per capita (current US$),2002,13049.803220445801,0.792
1097888,Bahrain,"Life expectancy at birth, total (years)",2002,74.822,0.792
1098014,Bahrain,"Population, total",2002,735146.0,0.792
1098088,Bahrain,"GNI per capita, Atlas method (current US$)",2002,12060.0,0.792
1098362,Bahrain,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.9509999752044698,0.792
1098470,Bangladesh,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,20.584134422636602,0.485
1098548,Bangladesh,GDP (current US$),2002,54724081490.5102,0.485
1098551,Bangladesh,GDP per capita (current US$),2002,413.080254575162,0.485
1098603,Bangladesh,"Life expectancy at birth, total (years)",2002,66.43,0.485
1098758,Bangladesh,"Population, total",2002,132478086.0,0.485
1098829,Bangladesh,"GNI per capita, Atlas method (current US$)",2002,440.0,0.485
1099194,Bangladesh,"Employers, total (% of total employment) (modeled ILO estimate)",2002,0.28299999237060497,0.485
1099327,Barbados,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,1.8519687026754201,0.774
1099386,Barbados,GDP (current US$),2002,3169600000.0,0.774
1099389,Barbados,GDP per capita (current US$),2002,11592.2099295968,0.774
1099441,Barbados,"Life expectancy at birth, total (years)",2002,77.53399999999999,0.774
1099573,Barbados,"Population, total",2002,273425.0,0.774
1099659,Barbados,"GNI per capita, Atlas method (current US$)",2002,10880.0,0.774
1099888,Barbados,"Employers, total (% of total employment) (modeled ILO estimate)",2002,0.388999998569489,0.774
1100009,Belarus,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,10.1284322239778,0.696
1100089,Belarus,GDP (current US$),2002,14594249022.8922,0.696
1100092,Belarus,GDP per capita (current US$),2002,1479.31458271677,0.696
1100147,Belarus,"Life expectancy at birth, total (years)",2002,68.0560975609756,0.696
1100288,Belarus,"Population, total",2002,9865548.0,0.696
1100364,Belarus,"GNI per capita, Atlas method (current US$)",2002,1380.0,0.696
1100729,Belarus,"Employers, total (% of total employment) (modeled ILO estimate)",2002,0.75,0.696
1100868,Belgium,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,1.03313414275776,0.879
1100951,Belgium,GDP (current US$),2002,257157820440.429,0.879
1100954,Belgium,GDP per capita (current US$),2002,24887.5613341833,0.879
1101005,Belgium,"Life expectancy at birth, total (years)",2002,78.07560975609759,0.879
1101117,Belgium,"Population, total",2002,10332785.0,0.879
1101189,Belgium,"GNI per capita, Atlas method (current US$)",2002,24000.0,0.879
1101525,Belgium,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.03800010681152,0.879
1101647,Belize,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,12.6857986502305,0.655
1101700,Belize,GDP (current US$),2002,932551850.0,0.655
1101703,Belize,GDP per capita (current US$),2002,3554.23034705654,0.655
1101750,Belize,"Life expectancy at birth, total (years)",2002,69.27199999999999,0.655
1101885,Belize,"Population, total",2002,262378.0,0.655
1101942,Belize,"GNI per capita, Atlas method (current US$)",2002,3220.0,0.655
1102277,Belize,"Employers, total (% of total employment) (modeled ILO estimate)",2002,7.21700000762939,0.655
1102387,Benin,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,23.8703616721466,0.419
1102461,Benin,GDP (current US$),2002,3054571081.6912,0.419
1102464,Benin,GDP per capita (current US$),2002,418.69857634710297,0.419
1102518,Benin,"Life expectancy at birth, total (years)",2002,56.025,0.419
1102679,Benin,"Population, total",2002,7295394.0,0.419
1102756,Benin,"GNI per capita, Atlas method (current US$)",2002,390.0,0.419
1103064,Benin,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.17499995231628,0.419
1103830,Bosnia and Herzegovina,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,8.274292742927429,0.681
1103902,Bosnia and Herzegovina,GDP (current US$),2002,6651106833.49374,0.681
1103905,Bosnia and Herzegovina,GDP per capita (current US$),2002,1769.1998279224103,0.681
1103950,Bosnia and Herzegovina,"Life expectancy at birth, total (years)",2002,74.803,0.681
1104097,Bosnia and Herzegovina,"Population, total",2002,3759387.0,0.681
1104135,Bosnia and Herzegovina,"GNI per capita, Atlas method (current US$)",2002,1770.0,0.681
1104321,Bosnia and Herzegovina,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.94600009918213,0.681
1104446,Botswana,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,2.4256159925616,0.576
1104530,Botswana,GDP (current US$),2002,5438857106.73536,0.576
1104533,Botswana,GDP per capita (current US$),2002,3190.6154528254997,0.576
1104587,Botswana,"Life expectancy at birth, total (years)",2002,50.232,0.576
1104738,Botswana,"Population, total",2002,1704642.0,0.576
1104825,Botswana,"GNI per capita, Atlas method (current US$)",2002,2930.0,0.576
1105141,Botswana,"Employers, total (% of total employment) (modeled ILO estimate)",2002,2.1979999542236297,0.576
1105269,Brazil,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,5.47527489339298,0.698
1105348,Brazil,GDP (current US$),2002,507962487700.024,0.698
1105351,Brazil,GDP per capita (current US$),2002,2829.28319217077,0.698
1105403,Brazil,"Life expectancy at birth, total (years)",2002,70.813,0.698
1105555,Brazil,"Population, total",2002,179537520.0,0.698
1105631,Brazil,"GNI per capita, Atlas method (current US$)",2002,3090.0,0.698
1106048,Brazil,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.407000064849849,0.698
1106182,Brunei Darussalam,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,1.09356960801094,0.809
1106260,Brunei Darussalam,GDP (current US$),2002,5843329107.56171,0.809
1106263,Brunei Darussalam,GDP per capita (current US$),2002,16850.1511253805,0.809
1106316,Brunei Darussalam,"Life expectancy at birth, total (years)",2002,73.332,0.809
1106437,Brunei Darussalam,"Population, total",2002,346782.0,0.809
1106514,Brunei Darussalam,"GNI per capita, Atlas method (current US$)",2002,17140.0,0.809
1106747,Brunei Darussalam,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.80400002002716,0.809
1106855,Bulgaria,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,9.761227230508009,0.729
1106939,Bulgaria,GDP (current US$),2002,16276456427.5397,0.729
1106942,Bulgaria,GDP per capita (current US$),2002,2076.83068237844,0.729
1106997,Bulgaria,"Life expectancy at birth, total (years)",2002,71.8658536585366,0.729
1107119,Bulgaria,"Population, total",2002,7837161.0,0.729
1107216,Bulgaria,"GNI per capita, Atlas method (current US$)",2002,1950.0,0.729
1107603,Bulgaria,"Employers, total (% of total employment) (modeled ILO estimate)",2002,3.36299991607666,0.729
1107744,Burkina Faso,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,35.7803478556659,0.296
1107800,Burkina Faso,GDP (current US$),2002,3205592289.79773,0.296
1107803,Burkina Faso,GDP per capita (current US$),2002,260.763541319743,0.296
1107851,Burkina Faso,"Life expectancy at birth, total (years)",2002,51.38399999999999,0.296
1108001,Burkina Faso,"Population, total",2002,12293100.0,0.296
1108063,Burkina Faso,"GNI per capita, Atlas method (current US$)",2002,240.0,0.296
1108350,Burkina Faso,"Employers, total (% of total employment) (modeled ILO estimate)",2002,0.7839999794960021,0.296
1108472,Burundi,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,43.33361124212521,0.304
1108529,Burundi,GDP (current US$),2002,825394490.159111,0.304
1108532,Burundi,GDP per capita (current US$),2002,123.117627963477,0.304
1108584,Burundi,"Life expectancy at birth, total (years)",2002,50.81,0.304
1108733,Burundi,"Population, total",2002,6704113.0,0.304
1108807,Burundi,"GNI per capita, Atlas method (current US$)",2002,130.0,0.304
1109098,Burundi,"Employers, total (% of total employment) (modeled ILO estimate)",2002,0.0729999989271164,0.304
1109218,Cabo Verde,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,10.3514712488974,0.576
1109278,Cabo Verde,GDP (current US$),2002,620974660.230303,0.576
1109281,Cabo Verde,GDP per capita (current US$),2002,1401.90373253543,0.576
1109320,Cabo Verde,"Life expectancy at birth, total (years)",2002,69.557,0.576
1109463,Cabo Verde,"Population, total",2002,442951.0,0.576
1109552,Cabo Verde,"GNI per capita, Atlas method (current US$)",2002,1300.0,0.576
1109756,Cabo Verde,"Employers, total (% of total employment) (modeled ILO estimate)",2002,2.87899994850159,0.576
1109878,Cambodia,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,31.1290434829208,0.453
1109954,Cambodia,GDP (current US$),2002,4284028482.53766,0.453
1109957,Cambodia,GDP per capita (current US$),2002,338.987262704572,0.453
1110011,Cambodia,"Life expectancy at birth, total (years)",2002,60.283,0.453
1110162,Cambodia,"Population, total",2002,12637727.0,0.453
1110254,Cambodia,"GNI per capita, Atlas method (current US$)",2002,320.0,0.453
1110599,Cambodia,"Employers, total (% of total employment) (modeled ILO estimate)",2002,0.194000005722046,0.453
1110727,Cameroon,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,16.451677694053398,0.457
1110805,Cameroon,GDP (current US$),2002,11579343088.1613,0.457
1110808,Cameroon,GDP per capita (current US$),2002,707.887567392905,0.457
1110862,Cameroon,"Life expectancy at birth, total (years)",2002,51.536,0.457
1111012,Cameroon,"Population, total",2002,16357602.0,0.457
1111084,Cameroon,"GNI per capita, Atlas method (current US$)",2002,630.0,0.457
1111378,Cameroon,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.7710000276565598,0.457
1111495,Canada,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,1.74307159935836,0.877
1111574,Canada,GDP (current US$),2002,757950678646.53,0.877
1111577,Canada,GDP per capita (current US$),2002,24169.284734471803,0.877
1111628,Canada,"Life expectancy at birth, total (years)",2002,79.490243902439,0.877
1111740,Canada,"Population, total",2002,31360079.0,0.877
1111785,Canada,"GNI per capita, Atlas method (current US$)",2002,23620.0,0.877
1112114,Canada,"Employers, total (% of total employment) (modeled ILO estimate)",2002,5.13199996948242,0.877
1112278,Central African Republic,GDP (current US$),2002,991387870.1246301,0.314
1112281,Central African Republic,GDP per capita (current US$),2002,260.745527274366,0.314
1112327,Central African Republic,"Life expectancy at birth, total (years)",2002,44.063,0.314
1112464,Central African Republic,"Population, total",2002,3802128.0,0.314
1112509,Central African Republic,"GNI per capita, Atlas method (current US$)",2002,250.0,0.314
1112687,Central African Republic,"Employers, total (% of total employment) (modeled ILO estimate)",2002,0.8930000066757199,0.314
1112792,Chad,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,37.9029523981677,0.311
1112841,Chad,GDP (current US$),2002,1987622279.11463,0.311
1112844,Chad,GDP per capita (current US$),2002,220.375976439973,0.311
1112892,Chad,"Life expectancy at birth, total (years)",2002,47.9,0.311
1113039,Chad,"Population, total",2002,9019233.0,0.311
1113110,Chad,"GNI per capita, Atlas method (current US$)",2002,190.0,0.311
1113325,Chad,"Employers, total (% of total employment) (modeled ILO estimate)",2002,0.219999998807907,0.311
1113440,Chile,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,4.43525529304084,0.767
1113519,Chile,GDP (current US$),2002,69736811435.1032,0.767
1113522,Chile,GDP per capita (current US$),2002,4446.25050488693,0.767
1113577,Chile,"Life expectancy at birth, total (years)",2002,76.89399999999999,0.767
1113731,Chile,"Population, total",2002,15684409.0,0.767
1113808,Chile,"GNI per capita, Atlas method (current US$)",2002,4540.0,0.767
1114142,Chile,"Employers, total (% of total employment) (modeled ILO estimate)",2002,2.8550000190734903,0.767
1114274,China,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,13.3014877128561,0.61
1114353,China,GDP (current US$),2002,1470550015081.55,0.61
1114356,China,GDP per capita (current US$),2002,1148.5082904417,0.61
1114409,China,"Life expectancy at birth, total (years)",2002,72.061,0.61
1114560,China,"Population, total",2002,1280400000.0,0.61
1114613,China,"GNI per capita, Atlas method (current US$)",2002,1110.0,0.61
1114932,China,"Employers, total (% of total employment) (modeled ILO estimate)",2002,2.6649999618530296,0.61
1115059,Colombia,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,8.51000517684848,0.667
1115144,Colombia,GDP (current US$),2002,97963003804.7851,0.667
1115147,Colombia,GDP per capita (current US$),2002,2396.62730321605,0.667
1115201,Colombia,"Life expectancy at birth, total (years)",2002,73.517,0.667
1115357,Colombia,"Population, total",2002,40875360.0,0.667
1115445,Colombia,"GNI per capita, Atlas method (current US$)",2002,2370.0,0.667
1115801,Colombia,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.57200002670288,0.667
1115931,Comoros,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,29.376012417483697,0.467
1115974,Comoros,GDP (current US$),2002,423962976.722333,0.467
1115977,Comoros,GDP per capita (current US$),2002,744.475172433634,0.467
1116024,Comoros,"Life expectancy at birth, total (years)",2002,59.617,0.467
1116153,Comoros,"Population, total",2002,569479.0,0.467
1116219,Comoros,"GNI per capita, Atlas method (current US$)",2002,680.0,0.467
1116425,Comoros,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.992000102996831,0.467
1116525,Costa Rica,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,8.46554930490562,0.717
1116602,Costa Rica,GDP (current US$),2002,16504795592.7964,0.717
1116605,Costa Rica,GDP per capita (current US$),2002,4024.6518999485206,0.717
1116659,Costa Rica,"Life expectancy at birth, total (years)",2002,77.74,0.717
1116808,Costa Rica,"Population, total",2002,4100925.0,0.717
1116888,Costa Rica,"GNI per capita, Atlas method (current US$)",2002,3750.0,0.717
1117270,Costa Rica,"Employers, total (% of total employment) (modeled ILO estimate)",2002,7.900000095367429,0.717
1117403,Croatia,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,4.89081901960961,0.767
1117484,Croatia,GDP (current US$),2002,26815719603.1353,0.767
1117487,Croatia,GDP per capita (current US$),2002,6233.06254073761,0.767
1117542,Croatia,"Life expectancy at birth, total (years)",2002,74.7173170731707,0.767
1117691,Croatia,"Population, total",2002,4302174.0,0.767
1117783,Croatia,"GNI per capita, Atlas method (current US$)",2002,5610.0,0.767
1118134,Croatia,"Employers, total (% of total employment) (modeled ILO estimate)",2002,5.505000114440921,0.767
1118287,Cuba,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,5.945728703055919,0.693
1118350,Cuba,GDP (current US$),2002,33590500000.0,0.693
1118353,Cuba,GDP per capita (current US$),2002,2999.24524433842,0.693
1118393,Cuba,"Life expectancy at birth, total (years)",2002,77.105,0.693
1118548,Cuba,"Population, total",2002,11199651.0,0.693
1118628,Cuba,"GNI per capita, Atlas method (current US$)",2002,2820.0,0.693
1118841,Cuba,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.1480000019073502,0.693
1118975,Cyprus,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,3.7882596475871897,0.814
1119056,Cyprus,GDP (current US$),2002,11420227884.6154,0.814
1119059,Cyprus,GDP per capita (current US$),2002,16093.218676255,0.814
1119113,Cyprus,"Life expectancy at birth, total (years)",2002,78.264,0.814
1119242,Cyprus,"Population, total",2002,976964.0,0.814
1119334,Cyprus,"GNI per capita, Atlas method (current US$)",2002,14510.0,0.814
1119669,Cyprus,"Employers, total (% of total employment) (modeled ILO estimate)",2002,5.65100002288818,0.814
1119801,Denmark,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,1.7811164321678998,0.883
1119880,Denmark,GDP (current US$),2002,178635163717.43103,0.883
1119883,Denmark,GDP per capita (current US$),2002,33228.6935448819,0.883
1119938,Denmark,"Life expectancy at birth, total (years)",2002,76.89512195121951,0.883
1120050,Denmark,"Population, total",2002,5375931.0,0.883
1120132,Denmark,"GNI per capita, Atlas method (current US$)",2002,30850.0,0.883
1120470,Denmark,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.14599990844727,0.883
1120594,Dominica,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,10.840259351931401,0.697
1120650,Dominica,GDP (current US$),2002,333195185.185185,0.697
1120653,Dominica,GDP per capita (current US$),2002,4771.040926517249,0.697
1120682,Dominica,"Life expectancy at birth, total (years)",2002,76.5975609756098,0.697
1120758,Dominica,"Population, total",2002,69837.0,0.697
1120830,Dominica,"GNI per capita, Atlas method (current US$)",2002,4260.0,0.697
1121147,Dominican Republic,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,6.805119218290371,0.662
1121230,Dominican Republic,GDP (current US$),2002,27362875602.5011,0.662
1121233,Dominican Republic,GDP per capita (current US$),2002,3136.15518697774,0.662
1121287,Dominican Republic,"Life expectancy at birth, total (years)",2002,69.957,0.662
1121444,Dominican Republic,"Population, total",2002,8724975.0,0.662
1121524,Dominican Republic,"GNI per capita, Atlas method (current US$)",2002,2900.0,0.662
1121941,Dominican Republic,"Employers, total (% of total employment) (modeled ILO estimate)",2002,3.23200011253357,0.662
1122091,Ecuador,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,11.230922893998402,0.679
1122169,Ecuador,GDP (current US$),2002,28548945000.0,0.679
1122172,Ecuador,GDP per capita (current US$),2002,2172.1018772447,0.679
1122227,Ecuador,"Life expectancy at birth, total (years)",2002,73.37100000000001,0.679
1122384,Ecuador,"Population, total",2002,13143465.0,0.679
1122472,Ecuador,"GNI per capita, Atlas method (current US$)",2002,1730.0,0.679
1122798,Ecuador,"Employers, total (% of total employment) (modeled ILO estimate)",2002,5.19099998474121,0.679
1122947,El Salvador,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,5.82298419820808,0.619
1123031,El Salvador,GDP (current US$),2002,12664190300.0,0.619
1123034,El Salvador,GDP per capita (current US$),2002,2124.10288862918,0.619
1123088,El Salvador,"Life expectancy at birth, total (years)",2002,69.432,0.619
1123245,El Salvador,"Population, total",2002,5962136.0,0.619
1123333,El Salvador,"GNI per capita, Atlas method (current US$)",2002,2000.0,0.619
1123707,El Salvador,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.71299982070923,0.619
1124601,Estonia,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,3.5513645520703103,0.799
1124677,Estonia,GDP (current US$),2002,7372457191.29698,0.799
1124680,Estonia,GDP per capita (current US$),2002,5344.8777984536,0.799
1124735,Estonia,"Life expectancy at birth, total (years)",2002,70.9048780487805,0.799
1124855,Estonia,"Population, total",2002,1379350.0,0.799
1124935,Estonia,"GNI per capita, Atlas method (current US$)",2002,4620.0,0.799
1125283,Estonia,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.817999958992,0.799
1125422,Ethiopia,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,38.6923716914638,0.306
1125501,Ethiopia,GDP (current US$),2002,7850809498.16803,0.306
1125504,Ethiopia,GDP per capita (current US$),2002,111.927223529279,0.306
1125547,Ethiopia,"Life expectancy at birth, total (years)",2002,53.349,0.306
1125702,Ethiopia,"Population, total",2002,70142091.0,0.306
1125785,Ethiopia,"GNI per capita, Atlas method (current US$)",2002,120.0,0.306
1126068,Ethiopia,"Employers, total (% of total employment) (modeled ILO estimate)",2002,0.8119999766349789,0.306
1126187,Fiji,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,13.2429248033765,0.678
1126244,Fiji,GDP (current US$),2002,1842691481.0919602,0.678
1126247,Fiji,GDP per capita (current US$),2002,2260.25839838475,0.678
1126285,Fiji,"Life expectancy at birth, total (years)",2002,66.02199999999999,0.678
1126421,Fiji,"Population, total",2002,815257.0,0.678
1126492,Fiji,"GNI per capita, Atlas method (current US$)",2002,2170.0,0.678
1126722,Fiji,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.09399998188019,0.678
1126837,Finland,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,2.67230580660803,0.867
1126921,Finland,GDP (current US$),2002,139738377564.465,0.867
1126924,Finland,GDP per capita (current US$),2002,26869.6749036293,0.867
1126979,Finland,"Life expectancy at birth, total (years)",2002,78.119512195122,0.867
1127094,Finland,"Population, total",2002,5200598.0,0.867
1127189,Finland,"GNI per capita, Atlas method (current US$)",2002,25550.0,0.867
1127539,Finland,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.0040001869201705,0.867
1127673,France,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,2.01085885192927,0.845
1127756,France,GDP (current US$),2002,1494286655373.61,0.845
1127759,France,GDP per capita (current US$),2002,24177.3351674642,0.845
1127811,France,"Life expectancy at birth, total (years)",2002,79.2609756097561,0.845
1127922,France,"Population, total",2002,61805267.0,0.845
1128009,France,"GNI per capita, Atlas method (current US$)",2002,23090.0,0.845
1128365,France,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.07299995422363,0.845
1128495,Gabon,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,5.74386163895503,0.632
1128570,Gabon,GDP (current US$),2002,5310381151.35952,0.632
1128573,Gabon,GDP per capita (current US$),2002,4121.95864470997,0.632
1128627,Gabon,"Life expectancy at birth, total (years)",2002,57.791000000000004,0.632
1128762,Gabon,"Population, total",2002,1288315.0,0.632
1128826,Gabon,"GNI per capita, Atlas method (current US$)",2002,3600.0,0.632
1129111,Gabon,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.31700003147125,0.632
1129230,Georgia,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,19.2408798283262,0.678
1129306,Georgia,GDP (current US$),2002,3395728013.8452396,0.678
1129309,Georgia,GDP per capita (current US$),2002,853.516453713318,0.678
1129362,Georgia,"Life expectancy at birth, total (years)",2002,70.22,0.678
1129523,Georgia,"Population, total",2002,3978515.0,0.678
1129611,Georgia,"GNI per capita, Atlas method (current US$)",2002,850.0,0.678
1129950,Georgia,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.54100000858307,0.678
1130084,Germany,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,0.9004967881644309,0.883
1130168,Germany,GDP (current US$),2002,2068624129493.69,0.883
1130171,Germany,GDP per capita (current US$),2002,25077.7290759602,0.883
1130226,Germany,"Life expectancy at birth, total (years)",2002,78.2292682926829,0.883
1130341,Germany,"Population, total",2002,82488495.0,0.883
1130423,Germany,"GNI per capita, Atlas method (current US$)",2002,23620.0,0.883
1130774,Germany,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.96400022506714,0.883
1130903,Ghana,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,35.148377061929494,0.487
1130983,Ghana,GDP (current US$),2002,6166330136.2948,0.487
1130986,Ghana,GDP per capita (current US$),2002,304.564560762479,0.487
1131040,Ghana,"Life expectancy at birth, total (years)",2002,57.425,0.487
1131198,Ghana,"Population, total",2002,20246381.0,0.487
1131284,Ghana,"GNI per capita, Atlas method (current US$)",2002,270.0,0.487
1131560,Ghana,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.86600017547607,0.487
1131698,Greece,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,4.98711341214498,0.818
1131781,Greece,GDP (current US$),2002,153830947016.751,0.818
1131784,Greece,GDP per capita (current US$),2002,14110.3133911078,0.818
1131838,Greece,"Life expectancy at birth, total (years)",2002,78.64146341463409,0.818
1131949,Greece,"Population, total",2002,10902022.0,0.818
1132031,Greece,"GNI per capita, Atlas method (current US$)",2002,13150.0,0.818
1132379,Greece,"Employers, total (% of total employment) (modeled ILO estimate)",2002,7.4899997711181605,0.818
1132500,Guatemala,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,13.943715501466201,0.56
1132581,Guatemala,GDP (current US$),2002,20776403774.1156,0.56
1132584,Guatemala,GDP per capita (current US$),2002,1701.7497288946201,0.56
1132639,Guatemala,"Life expectancy at birth, total (years)",2002,68.717,0.56
1132799,Guatemala,"Population, total",2002,12208848.0,0.56
1132888,Guatemala,"GNI per capita, Atlas method (current US$)",2002,1610.0,0.56
1133287,Guatemala,"Employers, total (% of total employment) (modeled ILO estimate)",2002,4.64900016784668,0.56
1133415,Guinea,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,21.631614711814798,0.351
1133474,Guinea,GDP (current US$),2002,2949637039.04424,0.351
1133477,Guinea,GDP per capita (current US$),2002,343.537341868267,0.351
1133527,Guinea,"Life expectancy at birth, total (years)",2002,51.483999999999995,0.351
1133675,Guinea,"Population, total",2002,8586074.0,0.351
1133754,Guinea,"GNI per capita, Atlas method (current US$)",2002,350.0,0.351
1134036,Guinea,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.5420000553131101,0.351
1134821,Guyana,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,30.8816641067377,0.612
1134875,Guyana,GDP (current US$),2002,726131434.715338,0.612
1134878,Guyana,GDP per capita (current US$),2002,974.949193282042,0.612
1134927,Guyana,"Life expectancy at birth, total (years)",2002,65.828,0.612
1135067,Guyana,"Population, total",2002,744789.0,0.612
1135111,Guyana,"GNI per capita, Atlas method (current US$)",2002,890.0,0.612
1135386,Guyana,"Employers, total (% of total employment) (modeled ILO estimate)",2002,3.5999999046325697,0.612
1135505,Haiti,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,19.7289671161782,0.444
1135577,Haiti,GDP (current US$),2002,3472191962.42287,0.444
1135580,Haiti,GDP per capita (current US$),2002,396.633820807602,0.444
1135624,Haiti,"Life expectancy at birth, total (years)",2002,57.655,0.444
1135772,Haiti,"Population, total",2002,8754150.0,0.444
1135811,Haiti,"GNI per capita, Atlas method (current US$)",2002,410.0,0.444
1136057,Haiti,"Employers, total (% of total employment) (modeled ILO estimate)",2002,1.2690000534057602,0.444
1136166,Honduras,"Agriculture, forestry, and fishing, value added (% of GDP)",2002,12.183412739825899,0.564
1136240,Honduras,GDP (current US$),2002,7775078402.92785,0.564
1136243,Honduras,GDP per capita (current US$),2002,1122.0639422691802,0.564
1136295,Honduras,"Life expectancy at birth, total (years)",2002,71.249,0.564
1136444,Honduras,"Population, total",2002,6929265.0,0.564
