,country_name,indicator_name,year,value,hdi
688188,Canada,"Government expenditure on education, total (% of GDP)",1998,5.51196002960205,0.861
688227,Canada,Labor force with advanced education (% of total working-age population with advanced education),1998,78.7939987182617,0.861
688230,Canada,Labor force with basic education (% of total working-age population with basic education),1998,50.7285003662109,0.861
688233,Canada,Labor force with intermediate education (% of total working-age population with intermediate education),1998,69.8955001831055,0.861
690012,Chile,"Government expenditure on education, total (% of GDP)",1998,3.3401501178741495,0.741
690041,Chile,Labor force with advanced education (% of total working-age population with advanced education),1998,87.38980102539058,0.741
690044,Chile,Labor force with basic education (% of total working-age population with basic education),1998,48.4823989868164,0.741
690047,Chile,Labor force with intermediate education (% of total working-age population with intermediate education),1998,63.1403999328613,0.741
690757,China,"Government expenditure on education, total (% of GDP)",1998,1.8443299531936599,0.574
691563,Colombia,"Government expenditure on education, total (% of GDP)",1998,3.92644000053406,0.658
694204,Cuba,"Government expenditure on education, total (% of GDP)",1998,6.20873022079468,0.672
695530,Denmark,"Government expenditure on education, total (% of GDP)",1998,8.10673999786377,0.849
695562,Denmark,Labor force with advanced education (% of total working-age population with advanced education),1998,84.0943984985352,0.849
695565,Denmark,Labor force with basic education (% of total working-age population with basic education),1998,41.8308982849121,0.849
695568,Denmark,Labor force with intermediate education (% of total working-age population with intermediate education),1998,76.1238021850586,0.849
697513,Ecuador,"Government expenditure on education, total (% of GDP)",1998,2.1953699588775604,0.67
698322,El Salvador,"Government expenditure on education, total (% of GDP)",1998,2.54725003242493,0.598
700589,Fiji,"Government expenditure on education, total (% of GDP)",1998,5.512619972229,0.667
701314,Finland,Labor force with advanced education (% of total working-age population with advanced education),1998,80.16639709472659,0.84
701317,Finland,Labor force with basic education (% of total working-age population with basic education),1998,44.7406005859375,0.84
701320,Finland,Labor force with intermediate education (% of total working-age population with intermediate education),1998,73.8085021972656,0.84
702001,France,"Government expenditure on education, total (% of GDP)",1998,5.68792009353638,0.839
702035,France,Labor force with advanced education (% of total working-age population with advanced education),1998,77.2741012573242,0.839
702038,France,Labor force with basic education (% of total working-age population with basic education),1998,37.9600982666016,0.839
702041,France,Labor force with intermediate education (% of total working-age population with intermediate education),1998,70.6516036987305,0.839
702711,Gabon,"Government expenditure on education, total (% of GDP)",1998,3.41966009140015,0.636
704037,Germany,"Government expenditure on education, total (% of GDP)",1998,4.45345020294189,0.853
705379,Greece,"Government expenditure on education, total (% of GDP)",1998,2.89256000518799,0.787
705412,Greece,Labor force with advanced education (% of total working-age population with advanced education),1998,80.28289794921879,0.787
705415,Greece,Labor force with basic education (% of total working-age population with basic education),1998,40.730400085449205,0.787
705418,Greece,Labor force with intermediate education (% of total working-age population with intermediate education),1998,62.9716987609863,0.787
709901,Hungary,"Government expenditure on education, total (% of GDP)",1998,4.4028902053833,0.754
709933,Hungary,Labor force with advanced education (% of total working-age population with advanced education),1998,76.23919677734379,0.754
709936,Hungary,Labor force with basic education (% of total working-age population with basic education),1998,25.8945999145508,0.754
709939,Hungary,Labor force with intermediate education (% of total working-age population with intermediate education),1998,67.3768997192383,0.754
710671,India,"Government expenditure on education, total (% of GDP)",1998,3.57256007194519,0.484
712082,Ireland,"Government expenditure on education, total (% of GDP)",1998,4.29312992095947,0.841
712791,Israel,"Government expenditure on education, total (% of GDP)",1998,6.6523299217224094,0.843
713491,Italy,"Government expenditure on education, total (% of GDP)",1998,4.4634699821472195,0.819
713525,Italy,Labor force with advanced education (% of total working-age population with advanced education),1998,79.8687973022461,0.819
713528,Italy,Labor force with basic education (% of total working-age population with basic education),1998,40.4295997619629,0.819
713531,Italy,Labor force with intermediate education (% of total working-age population with intermediate education),1998,66.24050140380861,0.819
714919,Japan,"Government expenditure on education, total (% of GDP)",1998,3.35602998733521,0.847
718001,Latvia,"Government expenditure on education, total (% of GDP)",1998,5.80067014694214,0.705
718031,Latvia,Labor force with advanced education (% of total working-age population with advanced education),1998,78.2957992553711,0.705
718034,Latvia,Labor force with basic education (% of total working-age population with basic education),1998,29.2737007141113,0.705
718037,Latvia,Labor force with intermediate education (% of total working-age population with intermediate education),1998,70.6072006225586,0.705
719963,Lithuania,"Government expenditure on education, total (% of GDP)",1998,6.1160101890564,0.736
719989,Lithuania,Labor force with advanced education (% of total working-age population with advanced education),1998,83.5374984741211,0.736
719992,Lithuania,Labor force with basic education (% of total working-age population with basic education),1998,25.7868003845215,0.736
719995,Lithuania,Labor force with intermediate education (% of total working-age population with intermediate education),1998,72.4689025878906,0.736
721480,Malawi,"Literacy rate, adult total (% of people ages 15 and above)",1998,64.13424682617189,0.368
723467,Mali,"Literacy rate, adult total (% of people ages 15 and above)",1998,19.044969558715803,0.291
723949,Mali,"Government expenditure on education, total (% of GDP)",1998,2.64959001541138,0.291
726209,Mexico,"Government expenditure on education, total (% of GDP)",1998,3.36528992652893,0.693
726984,Mongolia,"Government expenditure on education, total (% of GDP)",1998,5.49302005767822,0.574
727807,Morocco,"Government expenditure on education, total (% of GDP)",1998,5.11554002761841,0.511
728481,Mozambique,"Government expenditure on education, total (% of GDP)",1998,2.05193996429443,0.283
729703,Nepal,"Government expenditure on education, total (% of GDP)",1998,2.8928799629211404,0.432
730379,Netherlands,"Government expenditure on education, total (% of GDP)",1998,4.5986499786377,0.868
730413,Netherlands,Labor force with advanced education (% of total working-age population with advanced education),1998,80.2480010986328,0.868
730416,Netherlands,Labor force with basic education (% of total working-age population with basic education),1998,46.1155014038086,0.868
730419,Netherlands,Labor force with intermediate education (% of total working-age population with intermediate education),1998,70.86920166015629,0.868
731764,Nicaragua,"Government expenditure on education, total (% of GDP)",1998,2.22585010528564,0.551
734597,Norway,"Government expenditure on education, total (% of GDP)",1998,7.360690116882321,0.906
734633,Norway,Labor force with advanced education (% of total working-age population with advanced education),1998,86.81759643554692,0.906
734636,Norway,Labor force with basic education (% of total working-age population with basic education),1998,51.4454002380371,0.906
734639,Norway,Labor force with intermediate education (% of total working-age population with intermediate education),1998,78.1619033813477,0.906
735484,Pakistan,"Literacy rate, adult total (% of people ages 15 and above)",1998,42.699310302734396,0.44
738120,Paraguay,"Government expenditure on education, total (% of GDP)",1998,4.198339939117431,0.638
738931,Peru,"Government expenditure on education, total (% of GDP)",1998,3.2781798839569105,0.667
739789,Philippines,"Government expenditure on education, total (% of GDP)",1998,3.8144900798797594,0.623
740044,Poland,"Literacy rate, adult total (% of people ages 15 and above)",1998,98.74273681640629,0.769
740518,Poland,"Government expenditure on education, total (% of GDP)",1998,4.95043992996216,0.769
740549,Poland,Labor force with advanced education (% of total working-age population with advanced education),1998,81.8155975341797,0.769
740552,Poland,Labor force with basic education (% of total working-age population with basic education),1998,29.685100555419897,0.769
740555,Poland,Labor force with intermediate education (% of total working-age population with intermediate education),1998,70.69329833984379,0.769
741279,Portugal,Labor force with advanced education (% of total working-age population with advanced education),1998,86.26439666748051,0.78
741282,Portugal,Labor force with basic education (% of total working-age population with basic education),1998,58.4528999328613,0.78
741285,Portugal,Labor force with intermediate education (% of total working-age population with intermediate education),1998,63.2112007141113,0.78
741770,Qatar,"Government expenditure on education, total (% of GDP)",1998,3.57767009735107,0.81
742548,Romania,Labor force with advanced education (% of total working-age population with advanced education),1998,80.8077011108398,0.697
742551,Romania,Labor force with basic education (% of total working-age population with basic education),1998,53.5746994018555,0.697
742554,Romania,Labor force with intermediate education (% of total working-age population with intermediate education),1998,72.9613037109375,0.697
744375,Saudi Arabia,"Government expenditure on education, total (% of GDP)",1998,8.28131008148193,0.737
745063,Senegal,"Government expenditure on education, total (% of GDP)",1998,2.52794003486633,0.383
747606,Slovenia,Labor force with advanced education (% of total working-age population with advanced education),1998,78.01210021972659,0.805
747609,Slovenia,Labor force with basic education (% of total working-age population with basic education),1998,38.3587989807129,0.805
747612,Slovenia,Labor force with intermediate education (% of total working-age population with intermediate education),1998,70.48809814453129,0.805
749604,Spain,"Government expenditure on education, total (% of GDP)",1998,4.30295991897583,0.814
749641,Spain,Labor force with advanced education (% of total working-age population with advanced education),1998,80.3348007202148,0.814
749644,Spain,Labor force with basic education (% of total working-age population with basic education),1998,44.26570129394529,0.814
749647,Spain,Labor force with intermediate education (% of total working-age population with intermediate education),1998,56.264499664306605,0.814
750383,Sri Lanka,"Government expenditure on education, total (% of GDP)",1998,3.05141997337341,0.669
751494,Sweden,"Government expenditure on education, total (% of GDP)",1998,7.16733980178833,0.888
751527,Sweden,Labor force with advanced education (% of total working-age population with advanced education),1998,80.9761962890625,0.888
751530,Sweden,Labor force with basic education (% of total working-age population with basic education),1998,50.0348014831543,0.888
751533,Sweden,Labor force with intermediate education (% of total working-age population with intermediate education),1998,75.9009017944336,0.888
752216,Switzerland,"Government expenditure on education, total (% of GDP)",1998,4.88702011108398,0.874
752250,Switzerland,Labor force with advanced education (% of total working-age population with advanced education),1998,83.8787002563477,0.874
752253,Switzerland,Labor force with basic education (% of total working-age population with basic education),1998,51.5177001953125,0.874
752256,Switzerland,Labor force with intermediate education (% of total working-age population with intermediate education),1998,71.2972030639648,0.874
753671,Thailand,"Government expenditure on education, total (% of GDP)",1998,4.62569999694824,0.63
754383,Togo,"Government expenditure on education, total (% of GDP)",1998,3.98424005508423,0.424
754914,Tonga,"Government expenditure on education, total (% of GDP)",1998,5.5908899307251,0.67
755436,Trinidad and Tobago,"Government expenditure on education, total (% of GDP)",1998,2.43892002105713,0.698
756948,Turkey,"Government expenditure on education, total (% of GDP)",1998,0.0,0.635
758828,Ukraine,"Government expenditure on education, total (% of GDP)",1998,4.448840141296389,0.665
759512,United Kingdom,"Government expenditure on education, total (% of GDP)",1998,4.22991991043091,0.855
760280,United States,Labor force with advanced education (% of total working-age population with advanced education),1998,80.2535018920898,0.884
760283,United States,Labor force with basic education (% of total working-age population with basic education),1998,37.7793006896973,0.884
760286,United States,Labor force with intermediate education (% of total working-age population with intermediate education),1998,65.6436004638672,0.884
761050,Uruguay,"Government expenditure on education, total (% of GDP)",1998,2.2433700561523398,0.735
761075,Uruguay,Labor force with advanced education (% of total working-age population with advanced education),1998,75.2477035522461,0.735
761078,Uruguay,Labor force with basic education (% of total working-age population with basic education),1998,57.271598815918,0.735
761081,Uruguay,Labor force with intermediate education (% of total working-age population with intermediate education),1998,80.1265029907227,0.735
762887,Zambia,"Government expenditure on education, total (% of GDP)",1998,2.11823010444641,0.419
763739,South Asia,"Literacy rate, adult total (% of people ages 15 and above)",1999,56.9161605834961,0.499
764358,Sub-Saharan Africa,"Literacy rate, adult total (% of people ages 15 and above)",1999,58.023509979248,0.425
764939,World,"Literacy rate, adult total (% of people ages 15 and above)",1999,80.55516052246091,0.636
765993,Albania,"Government expenditure on education, total (% of GDP)",1999,3.59293007850647,0.66
768029,Argentina,"Government expenditure on education, total (% of GDP)",1999,4.521679878234861,0.763
769400,Austria,"Government expenditure on education, total (% of GDP)",1999,6.11233997344971,0.834
769433,Austria,Labor force with advanced education (% of total working-age population with advanced education),1999,76.2482986450195,0.834
769436,Austria,Labor force with basic education (% of total working-age population with basic education),1999,37.977199554443395,0.834
769439,Austria,Labor force with intermediate education (% of total working-age population with intermediate education),1999,68.3520965576172,0.834
769687,Azerbaijan,"Literacy rate, adult total (% of people ages 15 and above)",1999,98.7918014526367,0.634
770192,Azerbaijan,"Government expenditure on education, total (% of GDP)",1999,4.21214008331299,0.634
771559,Bangladesh,"Government expenditure on education, total (% of GDP)",1999,2.13281989097595,0.462
772210,Barbados,"Government expenditure on education, total (% of GDP)",1999,4.25458002090454,0.764
772441,Belarus,"Literacy rate, adult total (% of people ages 15 and above)",1999,99.59072875976558,0.676
772955,Belarus,"Government expenditure on education, total (% of GDP)",1999,6.00001001358032,0.676
773596,Belgium,Labor force with advanced education (% of total working-age population with advanced education),1999,81.572998046875,0.868
773599,Belgium,Labor force with basic education (% of total working-age population with basic education),1999,33.629299163818395,0.868
773602,Belgium,Labor force with intermediate education (% of total working-age population with intermediate education),1999,64.0662994384766,0.868
774350,Belize,"Government expenditure on education, total (% of GDP)",1999,5.44343996047974,0.636
775052,Benin,"Government expenditure on education, total (% of GDP)",1999,2.6266500949859597,0.391
777661,Brazil,"Government expenditure on education, total (% of GDP)",1999,3.8006200790405296,0.675
777695,Brazil,Labor force with advanced education (% of total working-age population with advanced education),1999,83.54530334472659,0.675
777698,Brazil,Labor force with basic education (% of total working-age population with basic education),1999,65.2823028564453,0.675
777701,Brazil,Labor force with intermediate education (% of total working-age population with intermediate education),1999,77.3543014526367,0.675
778269,Brunei Darussalam,"Government expenditure on education, total (% of GDP)",1999,4.932050228118901,0.804
780331,Burundi,"Government expenditure on education, total (% of GDP)",1999,3.41744995117188,0.288
783002,Canada,"Government expenditure on education, total (% of GDP)",1999,5.54994010925293,0.864
783033,Canada,Labor force with advanced education (% of total working-age population with advanced education),1999,78.55079650878909,0.864
783036,Canada,Labor force with basic education (% of total working-age population with basic education),1999,51.4604988098145,0.864
783039,Canada,Labor force with intermediate education (% of total working-age population with intermediate education),1999,70.4311981201172,0.864
783546,Central African Republic,"Government expenditure on education, total (% of GDP)",1999,1.6900199651718102,0.308
784818,Chile,"Government expenditure on education, total (% of GDP)",1999,3.72921991348267,0.747
785531,China,"Government expenditure on education, total (% of GDP)",1999,1.8880399465560902,0.583
786351,Colombia,"Government expenditure on education, total (% of GDP)",1999,4.440800189971919,0.658
787737,Costa Rica,"Government expenditure on education, total (% of GDP)",1999,5.4168701171875,0.706
789164,Cuba,"Government expenditure on education, total (% of GDP)",1999,6.755239963531491,0.679
789868,Cyprus,"Government expenditure on education, total (% of GDP)",1999,4.7720799446106,0.797
790587,Denmark,"Government expenditure on education, total (% of GDP)",1999,7.93115997314453,0.861
790619,Denmark,Labor force with advanced education (% of total working-age population with advanced education),1999,83.438102722168,0.861
790622,Denmark,Labor force with basic education (% of total working-age population with basic education),1999,63.962799072265604,0.861
790625,Denmark,Labor force with intermediate education (% of total working-age population with intermediate education),1999,76.4543991088867,0.861
792716,Ecuador,"Government expenditure on education, total (% of GDP)",1999,1.54734003543854,0.667
793481,El Salvador,"Government expenditure on education, total (% of GDP)",1999,2.5626099109649703,0.6
795918,Fiji,"Government expenditure on education, total (% of GDP)",1999,5.15351009368896,0.672
796616,Finland,"Government expenditure on education, total (% of GDP)",1999,5.869609832763669,0.848
796650,Finland,Labor force with advanced education (% of total working-age population with advanced education),1999,84.2081985473633,0.848
796653,Finland,Labor force with basic education (% of total working-age population with basic education),1999,54.3858985900879,0.848
796656,Finland,Labor force with intermediate education (% of total working-age population with intermediate education),1999,77.4753036499023,0.848
797375,France,"Government expenditure on education, total (% of GDP)",1999,5.67413997650146,0.844
797409,France,Labor force with advanced education (% of total working-age population with advanced education),1999,77.4320983886719,0.844
797412,France,Labor force with basic education (% of total working-age population with basic education),1999,37.826000213623,0.844
797415,France,Labor force with intermediate education (% of total working-age population with intermediate education),1999,70.4796981811523,0.844
798102,Gabon,"Government expenditure on education, total (% of GDP)",1999,3.08122992515564,0.631
799556,Germany,Labor force with advanced education (% of total working-age population with advanced education),1999,76.6297988891602,0.861
799559,Germany,Labor force with basic education (% of total working-age population with basic education),1999,43.316501617431605,0.861
799562,Germany,Labor force with intermediate education (% of total working-age population with intermediate education),1999,64.8777008056641,0.861
800273,Ghana,"Government expenditure on education, total (% of GDP)",1999,4.11037015914917,0.478
800990,Greece,"Government expenditure on education, total (% of GDP)",1999,3.0277299880981405,0.789
801024,Greece,Labor force with advanced education (% of total working-age population with advanced education),1999,82.28790283203129,0.789
801027,Greece,Labor force with basic education (% of total working-age population with basic education),1999,39.7784004211426,0.789
801030,Greece,Labor force with intermediate education (% of total working-age population with intermediate education),1999,63.745399475097706,0.789
802513,Guinea,"Government expenditure on education, total (% of GDP)",1999,2.36141991615295,0.328
803617,Guyana,"Government expenditure on education, total (% of GDP)",1999,8.56105995178223,0.601
805651,Hungary,"Government expenditure on education, total (% of GDP)",1999,4.558040142059331,0.761
805683,Hungary,Labor force with advanced education (% of total working-age population with advanced education),1999,76.4962997436523,0.761
805686,Hungary,Labor force with basic education (% of total working-age population with basic education),1999,24.974599838256804,0.761
805689,Hungary,Labor force with intermediate education (% of total working-age population with intermediate education),1999,65.3711013793945,0.761
806490,India,"Government expenditure on education, total (% of GDP)",1999,4.41539001464844,0.492
807959,Ireland,"Government expenditure on education, total (% of GDP)",1999,4.14085006713867,0.849
807993,Ireland,Labor force with advanced education (% of total working-age population with advanced education),1999,87.2078018188477,0.849
807996,Ireland,Labor force with basic education (% of total working-age population with basic education),1999,51.5994987487793,0.849
807999,Ireland,Labor force with intermediate education (% of total working-age population with intermediate education),1999,73.4643020629883,0.849
808742,Israel,"Government expenditure on education, total (% of GDP)",1999,6.41908979415894,0.85
809494,Italy,"Government expenditure on education, total (% of GDP)",1999,4.52335977554321,0.824
809528,Italy,Labor force with advanced education (% of total working-age population with advanced education),1999,80.3115005493164,0.824
809531,Italy,Labor force with basic education (% of total working-age population with basic education),1999,40.0399017333984,0.824
809534,Italy,Labor force with intermediate education (% of total working-age population with intermediate education),1999,66.72190093994139,0.824
809773,Jamaica,"Literacy rate, adult total (% of people ages 15 and above)",1999,79.9201202392578,0.672
810996,Japan,"Government expenditure on education, total (% of GDP)",1999,3.43330001831055,0.85
811797,Jordan,"Government expenditure on education, total (% of GDP)",1999,4.94416999816895,0.696
812041,Kazakhstan,"Literacy rate, adult total (% of people ages 15 and above)",1999,99.5126571655273,0.676
812551,Kazakhstan,"Government expenditure on education, total (% of GDP)",1999,3.89257001876831,0.676
813357,Kenya,"Government expenditure on education, total (% of GDP)",1999,5.32323980331421,0.447
813365,Kenya,Labor force with advanced education (% of total working-age population with advanced education),1999,82.7456970214844,0.447
813368,Kenya,Labor force with basic education (% of total working-age population with basic education),1999,71.2341995239258,0.447
813371,Kenya,Labor force with intermediate education (% of total working-age population with intermediate education),1999,75.5141983032227,0.447
815017,Latvia,"Government expenditure on education, total (% of GDP)",1999,5.53982019424438,0.716
815047,Latvia,Labor force with advanced education (% of total working-age population with advanced education),1999,76.9188995361328,0.716
815050,Latvia,Labor force with basic education (% of total working-age population with basic education),1999,27.425899505615202,0.716
815053,Latvia,Labor force with intermediate education (% of total working-age population with intermediate education),1999,69.2639007568359,0.716
816385,Lesotho,"Government expenditure on education, total (% of GDP)",1999,12.499349594116199,0.445
817105,Lithuania,Labor force with advanced education (% of total working-age population with advanced education),1999,83.4772033691406,0.744
817108,Lithuania,Labor force with basic education (% of total working-age population with basic education),1999,24.832199096679698,0.744
817111,Lithuania,Labor force with intermediate education (% of total working-age population with intermediate education),1999,73.25669860839841,0.744
817801,Luxembourg,Labor force with advanced education (% of total working-age population with advanced education),1999,76.31199645996091,0.856
817804,Luxembourg,Labor force with basic education (% of total working-age population with basic education),1999,37.8000984191895,0.856
817807,Luxembourg,Labor force with intermediate education (% of total working-age population with intermediate education),1999,60.1323013305664,0.856
819183,Malawi,"Government expenditure on education, total (% of GDP)",1999,4.99490976333618,0.368
819920,Malaysia,"Government expenditure on education, total (% of GDP)",1999,5.68674993515015,0.715
821234,Mali,"Government expenditure on education, total (% of GDP)",1999,2.23183989524841,0.302
821839,Mauritania,"Government expenditure on education, total (% of GDP)",1999,2.43288993835449,0.445
822589,Mauritius,"Government expenditure on education, total (% of GDP)",1999,3.9397599697112997,0.668
823436,Mexico,"Government expenditure on education, total (% of GDP)",1999,3.53536009788513,0.698
824192,Mongolia,"Government expenditure on education, total (% of GDP)",1999,5.1456599235534695,0.581
825037,Morocco,"Government expenditure on education, total (% of GDP)",1999,5.14016008377075,0.52
825748,Mozambique,"Government expenditure on education, total (% of GDP)",1999,3.1310698986053502,0.294
827094,Nepal,"Government expenditure on education, total (% of GDP)",1999,2.89331007003784,0.439
827801,Netherlands,"Government expenditure on education, total (% of GDP)",1999,4.55720996856689,0.871
827835,Netherlands,Labor force with advanced education (% of total working-age population with advanced education),1999,80.4508972167969,0.871
827838,Netherlands,Labor force with basic education (% of total working-age population with basic education),1999,46.9174995422363,0.871
827841,Netherlands,Labor force with intermediate education (% of total working-age population with intermediate education),1999,71.7501983642578,0.871
828447,New Zealand,"Government expenditure on education, total (% of GDP)",1999,6.63614988327026,0.865
829219,Nicaragua,"Government expenditure on education, total (% of GDP)",1999,2.92365002632141,0.56
829891,Niger,"Government expenditure on education, total (% of GDP)",1999,3.22863006591797,0.251
832107,Norway,"Government expenditure on education, total (% of GDP)",1999,6.9664201736450195,0.911
832143,Norway,Labor force with advanced education (% of total working-age population with advanced education),1999,85.8560028076172,0.911
832146,Norway,Labor force with basic education (% of total working-age population with basic education),1999,51.256198883056605,0.911
832149,Norway,Labor force with intermediate education (% of total working-age population with intermediate education),1999,77.543098449707,0.911
833499,Pakistan,"Government expenditure on education, total (% of GDP)",1999,2.61149001121521,0.445
834242,Panama,"Government expenditure on education, total (% of GDP)",1999,4.567230224609379,0.713
835683,Paraguay,"Government expenditure on education, total (% of GDP)",1999,4.23087978363037,0.641
836507,Peru,"Government expenditure on education, total (% of GDP)",1999,3.4413399696350098,0.677
838083,Poland,"Government expenditure on education, total (% of GDP)",1999,4.60028982162476,0.778
838114,Poland,Labor force with advanced education (% of total working-age population with advanced education),1999,81.3772964477539,0.778
838117,Poland,Labor force with basic education (% of total working-age population with basic education),1999,27.971399307251,0.778
838120,Poland,Labor force with intermediate education (% of total working-age population with intermediate education),1999,70.6079025268555,0.778
838807,Portugal,"Government expenditure on education, total (% of GDP)",1999,5.045350074768071,0.779
838846,Portugal,Labor force with advanced education (% of total working-age population with advanced education),1999,88.1201019287109,0.779
838849,Portugal,Labor force with basic education (% of total working-age population with basic education),1999,57.811798095703104,0.779
838852,Portugal,Labor force with intermediate education (% of total working-age population with intermediate education),1999,66.6885986328125,0.779
839342,Qatar,"Government expenditure on education, total (% of GDP)",1999,4.345300197601319,0.814
840138,Romania,Labor force with advanced education (% of total working-age population with advanced education),1999,79.6048965454102,0.703
840141,Romania,Labor force with basic education (% of total working-age population with basic education),1999,53.791099548339794,0.703
840144,Romania,Labor force with intermediate education (% of total working-age population with intermediate education),1999,72.799201965332,0.703
841530,Rwanda,"Government expenditure on education, total (% of GDP)",1999,4.57848978042603,0.322
842086,Saudi Arabia,"Government expenditure on education, total (% of GDP)",1999,7.07226991653442,0.739
842766,Senegal,"Government expenditure on education, total (% of GDP)",1999,2.48935008049011,0.385
845287,Slovenia,Labor force with advanced education (% of total working-age population with advanced education),1999,79.17230224609379,0.819
845290,Slovenia,Labor force with basic education (% of total working-age population with basic education),1999,35.3871002197266,0.819
845293,Slovenia,Labor force with intermediate education (% of total working-age population with intermediate education),1999,68.4337005615234,0.819
845500,Solomon Islands,"Literacy rate, adult total (% of people ages 15 and above)",1999,76.5999984741211,0.49
846661,South Africa,"Government expenditure on education, total (% of GDP)",1999,5.87522983551025,0.633
847384,Spain,"Government expenditure on education, total (% of GDP)",1999,4.27052021026611,0.819
847421,Spain,Labor force with advanced education (% of total working-age population with advanced education),1999,80.2216033935547,0.819
847424,Spain,Labor force with basic education (% of total working-age population with basic education),1999,43.8692016601563,0.819
847427,Spain,Labor force with intermediate education (% of total working-age population with intermediate education),1999,58.7368011474609,0.819
849357,Sweden,"Government expenditure on education, total (% of GDP)",1999,6.930260181426999,0.893
849390,Sweden,Labor force with advanced education (% of total working-age population with advanced education),1999,81.9219970703125,0.893
849393,Sweden,Labor force with basic education (% of total working-age population with basic education),1999,49.710601806640604,0.893
849396,Sweden,Labor force with intermediate education (% of total working-age population with intermediate education),1999,76.731201171875,0.893
850109,Switzerland,"Government expenditure on education, total (% of GDP)",1999,4.89023017883301,0.881
850143,Switzerland,Labor force with advanced education (% of total working-age population with advanced education),1999,83.5286026000977,0.881
850146,Switzerland,Labor force with basic education (% of total working-age population with basic education),1999,51.3843002319336,0.881
850149,Switzerland,Labor force with intermediate education (% of total working-age population with intermediate education),1999,71.14990234375,0.881
851608,Thailand,"Government expenditure on education, total (% of GDP)",1999,4.83267021179199,0.64
852368,Togo,"Government expenditure on education, total (% of GDP)",1999,4.18571996688843,0.425
852901,Tonga,"Government expenditure on education, total (% of GDP)",1999,5.46091985702515,0.67
853464,Trinidad and Tobago,"Government expenditure on education, total (% of GDP)",1999,2.75611996650696,0.717
854232,Tunisia,"Government expenditure on education, total (% of GDP)",1999,6.270989894866941,0.645
855016,Turkey,"Government expenditure on education, total (% of GDP)",1999,2.8866400718689,0.643
856937,Ukraine,"Government expenditure on education, total (% of GDP)",1999,3.6180799007415803,0.667
857650,United Kingdom,"Government expenditure on education, total (% of GDP)",1999,4.025410175323491,0.861
857686,United Kingdom,Labor force with advanced education (% of total working-age population with advanced education),1999,89.9029998779297,0.861
857689,United Kingdom,Labor force with basic education (% of total working-age population with basic education),1999,68.8723983764648,0.861
857692,United Kingdom,Labor force with intermediate education (% of total working-age population with intermediate education),1999,82.341796875,0.861
858434,United States,Labor force with advanced education (% of total working-age population with advanced education),1999,79.7481002807617,0.885
858437,United States,Labor force with basic education (% of total working-age population with basic education),1999,37.9692993164063,0.885
858440,United States,Labor force with intermediate education (% of total working-age population with intermediate education),1999,65.4860992431641,0.885
859219,Uruguay,Labor force with advanced education (% of total working-age population with advanced education),1999,75.0624008178711,0.737
859222,Uruguay,Labor force with basic education (% of total working-age population with basic education),1999,55.9807014465332,0.737
859225,Uruguay,Labor force with intermediate education (% of total working-age population with intermediate education),1999,78.864501953125,0.737
860649,Zambia,"Literacy rate, adult total (% of people ages 15 and above)",1999,68.0017929077148,0.424
861118,Zambia,"Government expenditure on education, total (% of GDP)",1999,1.77495002746582,0.424
862085,South Asia,"Literacy rate, adult total (% of people ages 15 and above)",2000,57.6893501281738,0.505
862535,South Asia,Labor force with advanced education (% of total working-age population with advanced education),2000,69.20590209960939,0.505
862538,South Asia,Labor force with basic education (% of total working-age population with basic education),2000,55.846099853515604,0.505
862541,South Asia,Labor force with intermediate education (% of total working-age population with intermediate education),2000,50.6783981323242,0.505
862850,Sub-Saharan Africa,"Literacy rate, adult total (% of people ages 15 and above)",2000,56.6605415344238,0.423
863534,World,"Literacy rate, adult total (% of people ages 15 and above)",2000,80.7786178588867,0.641
864789,Albania,"Government expenditure on education, total (% of GDP)",2000,3.4301699999999995,0.667
866321,Angola,"Government expenditure on education, total (% of GDP)",2000,2.60753,0.394
867215,Argentina,"Government expenditure on education, total (% of GDP)",2000,4.58031,0.77
868020,Armenia,"Government expenditure on education, total (% of GDP)",2000,2.77273,0.649
868816,Australia,"Government expenditure on education, total (% of GDP)",2000,4.89369,0.898
869549,Austria,"Government expenditure on education, total (% of GDP)",2000,5.58881,0.838
869583,Austria,Labor force with advanced education (% of total working-age population with advanced education),2000,77.6904983520508,0.838
869586,Austria,Labor force with basic education (% of total working-age population with basic education),2000,37.2594985961914,0.838
869589,Austria,Labor force with intermediate education (% of total working-age population with intermediate education),2000,67.5904998779297,0.838
870391,Azerbaijan,"Government expenditure on education, total (% of GDP)",2000,3.85399,0.641
871992,Bangladesh,"Government expenditure on education, total (% of GDP)",2000,2.12508,0.47
872754,Barbados,"Government expenditure on education, total (% of GDP)",2000,4.62151,0.771
873601,Belarus,"Government expenditure on education, total (% of GDP)",2000,6.196619999999999,0.682
874365,Belgium,Labor force with advanced education (% of total working-age population with advanced education),2000,81.4375,0.873
874368,Belgium,Labor force with basic education (% of total working-age population with basic education),2000,33.6286010742188,0.873
874371,Belgium,Labor force with intermediate education (% of total working-age population with intermediate education),2000,63.686100006103494,0.873
875172,Belize,"Government expenditure on education, total (% of GDP)",2000,5.02843,0.643
875991,Benin,"Government expenditure on education, total (% of GDP)",2000,2.88869,0.398
876968,Bosnia and Herzegovina,"Literacy rate, adult total (% of people ages 15 and above)",2000,96.6631,0.669
878508,Brazil,"Literacy rate, adult total (% of people ages 15 and above)",2000,86.36788,0.684
